benchmark,case_id,phase,strip_id,alpha_rad,relative_speed_m_s,delta_t_tilde,strip_area_m2,normalized_strip_weight,strip_persistence,previous_cycle_strip_persistence,global_persistence,previous_cycle_global_persistence,signed_fast_rad,signed_slow_rad,magnitude_fast_rad,magnitude_slow_rad,reference_fraction_chord,canonical_eligible
yang2025,aoa_0,0.0,10,-0.4667667311757227,6.1588219409219604,0.2960972086981712,0.0027083333333333317,0.08333333333333337,0.08483880419273115,0.08483880419273115,0.08986362243880715,0.08986362243880715,-0.3669431605530962,0.02741688812390965,0.4025422273915821,0.32316448098002165,0.75,false
yang2025,aoa_0,0.0,11,-0.4943934393160814,6.248177495628428,0.3003931488282898,0.0027083333333333326,0.0833333333333334,0.08329581812675628,0.08329581812675628,0.08986362243880715,0.08986362243880715,-0.39105523773592,0.02865485629695899,0.4279990662741317,0.34401314425357066,0.75,false
yang2025,aoa_0,0.0078125,0,-0.15129856201539577,5.563557020304635,0.2674787028992613,0.00270833333333333,0.08333333333333331,0.07931646809194492,0.07931646809194492,0.07391274281536298,0.07391274281536298,-0.11657839922493071,0.008038555138672266,0.12872908846128903,0.1013478705248681,0.75,false
yang2025,aoa_0,0.0078125,1,-0.1854383586018273,5.59593946298274,0.2690355511049394,0.0027083333333333304,0.08333333333333333,0.07873261563863367,0.07873261563863367,0.07391274281536298,0.07391274281536298,-0.14325123084962535,0.009800982863237807,0.15803361955254727,0.12448440565244626,0.75,false
yang2025,aoa_0,0.0078125,2,-0.21914655872280916,5.634764752350931,0.27090215155533326,0.002708333333333331,0.08333333333333334,0.07802842003202717,0.07802842003202717,0.07391274281536298,0.07391274281536298,-0.1698069531348058,0.011508365954496964,0.1871211572676456,0.1474894141105676,0.75,false
yang2025,aoa_0,0.0078125,3,-0.2523562935813112,5.679900768595144,0.273072152336305,0.0027083333333333295,0.0833333333333333,0.07720408565209726,0.07720408565209726,0.07391274281536298,0.07391274281536298,-0.19622350330262817,0.013150955903330248,0.2159547307594567,0.17034015482797188,0.75,false
yang2025,aoa_0,0.0078125,4,-0.2850070380913505,5.731198413388016,0.27553838525903923,0.0027083333333333304,0.08333333333333333,0.07625988470361608,0.07625988470361608,0.07391274281536298,0.07391274281536298,-0.2224788511789422,0.014719287733443153,0.24449914822139107,0.19301481756299058,0.75,false
yang2025,aoa_0,0.0078125,5,-0.31704503753910834,5.788493875952299,0.278292974805399,0.0027083333333333313,0.08333333333333336,0.07519616894092457,0.07519616894092457,0.07391274281536298,0.07391274281536298,-0.24855107146987104,0.016204220840137645,0.27272119942262657,0.21549263836656313,0.75,false
yang2025,aoa_0,0.0078125,6,-0.3484235506257392,5.8516109778449525,0.28132745085793043,0.0027083333333333282,0.08333333333333326,0.07401338084553476,0.07401338084553476,0.07391274281536298,0.07391274281536298,-0.27441843475080085,0.017596977465740397,0.3005898276325279,0.2377540015698665,0.75,false
yang2025,aoa_0,0.0078125,7,-0.37910291962964965,5.920363528189481,0.28463286193218656,0.002708333333333331,0.08333333333333334,0.07271206373699372,0.07271206373699372,0.07391274281536298,0.07391274281536298,-0.30005951417619264,0.0188891782308953,0.32807626920213095,0.2597805269180532,0.75,false
yang2025,aoa_0,0.0078125,8,-0.4090504847405835,5.9945576285143165,0.2881998859862652,0.002708333333333331,0.08333333333333334,0.07129287040290526,0.07129287040290526,0.07391274281536298,0.07391274281536298,-0.3254533040303598,0.020072874163974068,0.35515415991199234,0.28155514079506155,0.75,false
yang2025,aoa_0,0.0078125,9,-0.4382403640401608,6.073993875780953,0.2920189363356228,0.0027083333333333287,0.08333333333333327,0.0697565699513347,0.0697565699513347,0.07391274281536298,0.07391274281536298,-0.35057934569076327,0.021140574731335116,0.3817996080440153,0.30306213086571954,0.75,false
yang2025,aoa_0,0.0078125,10,-0.46665312313301954,6.158469422693614,0.29608026070642374,0.0027083333333333317,0.08333333333333337,0.06810405270686315,0.06810405270686315,0.07391274281536298,0.07391274281536298,-0.37541785636595093,0.022085271462939284,0.40799123494950607,0.32428718387729155,0.75,false
yang2025,aoa_0,0.0078125,11,-0.4942753592340217,6.2477798651410765,0.3003740319779364,0.0027083333333333326,0.0833333333333334,0.06633633308148061,0.06633633308148061,0.07391274281536298,0.07391274281536298,-0.399949856069625,0.022900456882130743,0.4337101846287239,0.34521740678674867,0.75,false
yang2025,aoa_0,0.015625,0,-0.1510136156276021,5.563315553585233,0.26746709392236695,0.00270833333333333,0.08333333333333331,0.06407220313888735,0.06407220313888735,0.057946915903244745,0.057946915903244745,-0.11923353668366496,0.00651588760418253,0.13044734346330691,0.10169601301297912,0.75,false
yang2025,aoa_0,0.015625,1,-0.18509179486620844,5.595576013084423,0.26901807755213575,0.0027083333333333304,0.08333333333333333,0.0634063215918379,0.0634063215918379,0.057946915903244745,0.057946915903244745,-0.1464953227353619,0.007920295531495385,0.16013156466970904,0.12491334196107884,0.75,false
yang2025,aoa_0,0.015625,2,-0.21874073580789113,5.634255956834029,0.27087769023240527,0.002708333333333331,0.08333333333333334,0.06260405625788402,0.06260405625788402,0.057946915903244745,0.057946915903244745,-0.17362619067097898,0.009265367290252707,0.18958903681102096,0.1479994723039352,0.75,false
yang2025,aoa_0,0.015625,3,-0.2518938849100254,5.679224221274001,0.27303962602278853,0.0027083333333333295,0.0833333333333333,0.06166609769130015,0.06166609769130015,0.057946915903244745,0.057946915903244745,-0.20060180414658121,0.010540690807165234,0.21878123247194872,0.17093169832039354,0.75,false
yang2025,aoa_0,0.015625,4,-0.28449097780239724,5.730332767245058,0.27549676765601244,0.0027083333333333304,0.08333333333333333,0.060593268460968214,0.060593268460968214,0.057946915903244745,0.057946915903244745,-0.22739801153745298,0.011736203118674914,0.2476715313253241,0.1936882333098587,0.75,false
yang2025,aoa_0,0.015625,5,-0.31647846429790605,5.78741892303392,0.27824129437663075,0.0027083333333333313,0.08333333333333336,0.05938652708725881,0.05938652708725881,0.057946915903244745,0.057946915903244745,-0.25399093573232034,0.01284223696935191,0.2762254349233202,0.21624832431238716,0.75,false
