model,model_label,data_role,phase,CL_alpha,CD_alpha,CL,CD,CT
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.25,3.774386253617133,-2.516510280046006,0.976883046009267,-0.6513207876721844,0.6513207876721844
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.2578125,4.057033701248383,-2.68326401605181,1.0500375885058517,-0.6944798303924843,0.6944798303924843
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.265625,4.339681148879631,-2.850017752057613,1.1231921310024362,-0.7376388731127841,0.7376388731127841
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.2734375,4.622328596510879,-3.016771488063416,1.1963466734990207,-0.7807979158330839,0.7807979158330839
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.28125,4.904976044142129,-3.18352522406922,1.2695012159956054,-0.8239569585533839,0.8239569585533839
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.2890625,5.187623491773377,-3.3502789600750233,1.3426557584921899,-0.8671160012736837,0.8671160012736837
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.296875,5.448208145787604,-3.459978578662533,1.4101000298125228,-0.8955083518046137,0.8955083518046137
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3046875,5.697761402993322,-3.541151138540899,1.4746891655447305,-0.9165173562408596,0.9165173562408596
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3125,5.94731466019904,-3.622323698419265,1.5392783012769382,-0.9375263606771055,0.9375263606771055
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3203125,6.1968679174047585,-3.703496258297631,1.603867437009146,-0.9585353651133514,0.9585353651133514
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.328125,6.4464211746104745,-3.7846688181759967,1.6684565727413532,-0.9795443695495971,0.9795443695495971
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3359375,6.6659192204463595,-3.8242571737809903,1.7252668473664663,-0.9897905899444606,0.9897905899444606
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.34375,6.8253068435425766,-3.7806771208392314,1.7665193997773896,-0.9785112422565573,0.9785112422565573
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3515625,6.984694466638794,-3.737097067897473,1.8077719521883129,-0.967231894568654,0.967231894568654
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.359375,7.14408208973501,-3.693517014955714,1.8490245045992362,-0.9559525468807507,0.9559525468807507
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3671875,7.303469712831225,-3.6499369620139555,1.890277057010159,-0.9446731991928474,0.9446731991928474
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.375,7.462857335927442,-3.6063569090721965,1.9315296094210823,-0.9333938515049441,0.9333938515049441
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3828125,7.474180985111852,-3.440967020559958,1.9344603854900673,-0.8905877984905941,0.8905877984905941
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.390625,7.485504634296263,-3.2755771320477196,1.9373911615590527,-0.8477817454762443,0.8477817454762443
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.3984375,7.496828283480673,-3.110187243535481,1.9403219376280376,-0.8049756924618943,0.8049756924618943
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.40625,7.508151932665084,-2.9447973550232422,1.9432527136970226,-0.7621696394475443,0.7621696394475443
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4140625,7.519475581849496,-2.7794074665110045,1.946183489766008,-0.7193635864331945,0.7193635864331945
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.421875,7.410375399257165,-2.5682503306497044,1.9179462846869504,-0.6647120981629896,0.6647120981629896
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4296875,7.241063300776469,-2.334209571113876,1.8741250890338728,-0.6041378922648579,0.6041378922648579
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4375,7.071751202295776,-2.1001688115780484,1.8303038933807956,-0.5435636863667263,0.5435636863667263
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4453125,6.902439103815079,-1.8661280520422203,1.786482697727718,-0.4829894804685946,0.4829894804685946
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.453125,6.733127005334384,-1.632087292506392,1.7426615020746403,-0.42241527457046285,0.42241527457046285
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4609375,6.515216538088972,-1.404375567212529,1.6862621230243386,-0.36347914327125774,0.36347914327125774
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.46875,6.200109333314114,-1.1893219104025978,1.6047063771795855,-0.3078191611699061,0.3078191611699061
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4765625,5.885002128539258,-0.9742682535926664,1.5231506313348329,-0.25215917906855445,0.25215917906855445
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.484375,5.5698949237644015,-0.7592145967827351,1.44159488549008,-0.1964991969672028,0.1964991969672028
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.4921875,5.254787718989545,-0.5441609399728037,1.360039139645327,-0.14083921486585116,0.14083921486585116
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5,4.939680514214688,-0.32910728316287235,1.2784833938005742,-0.08517923276449953,0.08517923276449953
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5078125,4.587043851580053,-0.2053697448296482,1.1872143095093382,-0.0531536012497579,0.0531536012497579
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.515625,4.234407188945417,-0.08163220649642408,1.095945225218102,-0.02112796973501627,0.02112796973501627
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5234375,3.8817705263107816,0.04210533183680004,1.0046761409268659,0.010897661779725353,-0.010897661779725353
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.53125,3.529133863676146,0.16584287017002422,0.9134070566356297,0.04292329329446699,-0.04292329329446699
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5390625,3.1764972010415105,0.28958040850324834,0.8221379723443936,0.07494892480920862,-0.07494892480920862
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.546875,2.8641405765838797,0.3450616617539652,0.7412941290708229,0.08930852979665027,-0.08930852979665027
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5546875,2.571923971214755,0.3664147724634226,0.6656629063060858,0.09483512152044045,-0.09483512152044045
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5625,2.2797073658456295,0.38776788317287997,0.5900316835413487,0.10036171324423061,-0.10036171324423061
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5703125,1.9874907604765046,0.40912099388233736,0.5144004607766117,0.10588830496802078,-0.10588830496802078
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.578125,1.6952741551073796,0.43047410459179464,0.4387692380118746,0.11141489669181093,-0.11141489669181093
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.5859375,1.420156023072345,0.42453469582266606,0.36756342578817774,0.10987766458571153,-0.10987766458571153
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.59375,1.1792348377054944,0.36401024809636073,0.3052084346465621,0.09421278481983175,-0.09421278481983175
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6015625,0.9383136523386443,0.3034858003700554,0.24285344350494653,0.07854790505395197,-0.07854790505395197
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.609375,0.6973924669717938,0.24296135264375,0.1804984523633309,0.06288302528807217,-0.06288302528807217
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6171875,0.45647128160494344,0.18243690491744466,0.1181434612217153,0.047218145522192397,-0.047218145522192397
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.625,0.21555009623809293,0.12191245719113929,0.05578847008009966,0.03155326575631261,-0.03155326575631261
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6328125,-0.01238281687363063,-0.0034972385003318967,-0.0032049088389124606,-0.0009051519291516732,0.0009051519291516732
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.640625,-0.24031572998535422,-0.1289069341918031,-0.06219828775792459,-0.03336356961461596,0.03336356961461596
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6484375,-0.4682486430970777,-0.25431662988327425,-0.12119166667693669,-0.06582198730008024,0.06582198730008024
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.65625,-0.6961815562088014,-0.37972632557474545,-0.18018504559594883,-0.09828040498554452,0.09828040498554452
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6640625,-0.924114469320525,-0.5051360212662167,-0.23917842451496096,-0.1307388226710088,0.1307388226710088
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.671875,-1.1643467055428227,-0.6631435128111123,-0.30135510249685926,-0.1716341707517033,0.1716341707517033
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6796875,-1.4107286033204083,-0.8374499022827229,-0.3651234300102008,-0.21674798403001364,0.21674798403001364
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6875,-1.657110501097994,-1.0117562917543335,-0.42889175752354247,-0.261861797308324,0.261861797308324
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.6953125,-1.9034923988755796,-1.186062681225944,-0.492660085036884,-0.3069756105866343,0.3069756105866343
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.703125,-2.149874296653165,-1.3603690706975546,-0.5564284125502256,-0.35208942386494463,0.35208942386494463
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.7109375,-2.405394292043812,-1.5415687536859572,-0.6225618537618334,-0.3989873527888825,0.3989873527888825
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.71875,-2.679190482660584,-1.7365550237079457,-0.693425522369974,-0.44945351300407577,0.44945351300407577
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.7265625,-2.9529866732773558,-1.9315412937299339,-0.7642891909781147,-0.499919673219269,0.499919673219269
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.734375,-3.226782863894128,-2.126527563751922,-0.8351528595862553,-0.5503858334344622,0.5503858334344622
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.7421875,-3.500579054510899,-2.3215138337739103,-0.9060165281943958,-0.6008519936496555,0.6008519936496555
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.75,-3.774375245127671,-2.5165001037958983,-0.9768801968025365,-0.6513181538648487,0.6513181538648487
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.7578125,-4.057022677290531,-2.683253860486257,-1.0500347352956074,-0.6944772019387054,0.6944772019387054
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.765625,-4.33967010945339,-2.8500076171766158,-1.1231892737886782,-0.7376362500125622,0.7376362500125622
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.7734375,-4.622317541616251,-3.016761373866974,-1.1963438122817494,-0.7807952980864188,0.7807952980864188
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.78125,-4.904964973779111,-3.1835151305573333,-1.2694983507748203,-0.8239543461602756,0.8239543461602756
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.7890625,-5.18761240594197,-3.3502688872476916,-1.342652889267891,-0.8671133942341323,0.8671133942341323
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.796875,-5.448197082620551,-3.4599686218237724,-1.4100971664541901,-0.8955057747851135,0.8955057747851135
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8046875,-5.697750381556989,-3.5411413453427087,-1.474686312987103,-0.9165148215746555,0.9165148215746555
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8125,-5.947303680493426,-3.6223140688616455,-1.5392754595200155,-0.9375238683641977,0.9375238683641977
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8203125,-6.196856979429863,-3.7034867923805814,-1.603864606052928,-0.9585329151537396,0.9585329151537396
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.828125,-6.446410278366301,-3.784659515899518,-1.668453752585841,-0.9795419619432817,0.9795419619432817
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8359375,-6.66590839228585,-3.82424807807128,-1.725264044832303,-0.9897882358015588,0.9897882358015588
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.84375,-6.825296136171617,-3.7806683175486855,-1.7665166285058622,-0.9785089637973045,0.9785089637973045
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8515625,-6.984683880057386,-3.7370885570260914,-1.807769212179422,-0.9672296917930501,0.9672296917930501
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.859375,-7.1440716239431525,-3.693508796503497,-1.8490217958529813,-0.9559504197887957,0.9559504197887957
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8671875,-7.30345936782892,-3.649929035980903,-1.8902743795265409,-0.9446711477845413,0.9446711477845413
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.875,-7.462847111714688,-3.6063492754583084,-1.9315269632001004,-0.9333918757802869,0.9333918757802869
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8828125,-7.474170992400773,-3.4409597749026672,-1.9344577991861278,-0.890585923176493,0.890585923176493
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.890625,-7.485494873086858,-3.275570274347026,-1.9373886351721552,-0.8477799705726992,0.8477799705726992
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.8984375,-7.496818753772944,-3.1101807737913845,-1.9403194711581828,-0.8049740179689052,0.8049740179689052
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.90625,-7.50814263445903,-2.9447912732357437,-1.9432503071442104,-0.7621680653651114,0.7621680653651114
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9140625,-7.5194665151451145,-2.779401772680102,-1.9461811431302378,-0.7193621127613175,0.7193621127613175
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.921875,-7.4103666542541005,-2.5682450474474634,-1.9179440213136076,-0.6647107307696305,0.6647107307696305
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9296875,-7.241054922574527,-2.3342047098763214,-1.8741229205956464,-0.604136634083996,0.604136634083996
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9375,-7.071743190894954,-2.10016437230518,-1.830301819877685,-0.5435625373983615,0.5435625373983615
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9453125,-6.90243145921538,-1.866124034734038,-1.7864807191597236,-0.48298844071272695,0.48298844071272695
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.953125,-6.733119727535807,-1.632083697162896,-1.7426596184417622,-0.4224143440270924,0.4224143440270924
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9609375,-6.5151816510511935,-1.404360140984712,-1.6862530935945343,-0.36347515066970454,0.36347515066970454
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.96875,-6.2000763030487045,-1.1893082131392119,-1.6046978283178328,-0.30781561605727603,0.30781561605727603
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9765625,-5.884970955046216,-0.9742562852937123,-1.5231425630411313,-0.25215608144484764,0.25215608144484764
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.984375,-5.569865607043728,-0.7592043574482122,-1.4415872977644297,-0.19649654683241913,0.19649654683241913
fluxv_uvpm,FluxV old (UVLM load channel),local_model,0.9921875,-5.25476025904124,-0.5441524296027125,-1.3600320324877282,-0.14083701221999068,0.14083701221999068
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.0,-4.826400825168267,-0.366310077492682,-1.249164452852069,-0.09480802446808634,0.09480802446808634
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.0078125,-4.478049300939025,-0.23634704774109855,-1.159004443991049,-0.061171117209151006,0.061171117209151006
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.015625,-4.129697776709783,-0.10638401798951501,-1.068844435130029,-0.027534209950215664,0.027534209950215664
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.0234375,-3.781346252480542,0.02357901176206851,-0.9786844262690092,0.006102697308719676,-0.006102697308719676
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.03125,-3.4329947282513005,0.15354204151365197,-0.8885244174079893,0.039739604567655004,-0.039739604567655004
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.0390625,-3.0846432040220586,0.2835050712652355,-0.7983644085469692,0.07337651182659034,-0.07337651182659034
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.046875,-2.744195398608841,0.3381654939273979,-0.7102500326426715,0.0875236702249114,-0.0875236702249114
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.0546875,-2.4076994526036346,0.355174613044853,-0.6231584732167346,0.09192595419292615,-0.09192595419292615
