model,model_label,data_role,phase,CL_alpha,CD_alpha,CL,CD,CT
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1015625,-0.7744607705307781,0.3275271591592199,-0.20044519709813843,0.08477026657873063,-0.08477026657873063
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.109375,-0.6032806790791657,0.2889496345950903,-0.15614052928806993,0.07478566850862357,-0.07478566850862357
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1171875,-0.43210058762755327,0.2503721100309607,-0.11183586147800142,0.0648010704385165,-0.0648010704385165
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.125,-0.2609204961759407,0.21179458546683103,-0.06753119366793289,0.054816472368409426,-0.054816472368409426
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1328125,-0.023380285945654913,0.07103540530489869,-0.006051263282678291,0.018385315769484413,-0.018385315769484413
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.140625,0.2141599242846309,-0.06972377485703368,0.05542866710257631,-0.018045840829440603,0.018045840829440603
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1484375,0.45170013451491664,-0.21048295501896602,0.11690859748783089,-0.05447699742836561,0.05447699742836561
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.15625,0.6892403447452025,-0.3512421351808984,0.1783885278730855,-0.09090815402729063,0.09090815402729063
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1640625,0.9267805549754883,-0.49200131534283076,0.2398684582583401,-0.12733931062621565,0.12733931062621565
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.171875,1.1678409072858047,-0.6514365782253331,0.30225946845537344,-0.16860419312113425,0.16860419312113425
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1796875,1.4106613306361366,-0.8202098824681193,0.36510601855829616,-0.2122859385640494,0.2122859385640494
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1875,1.6534817539864683,-0.9889831867109058,0.42795256866121884,-0.2559676840069646,0.2559676840069646
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.1953125,1.8963021773368,-1.1577564909536922,0.49079911876414156,-0.29964942944987977,0.29964942944987977
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.203125,2.1391226006871324,-1.3265297951964785,0.5536456688670643,-0.34333117489279497,0.34333117489279497
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.2109375,2.3939974432711373,-1.5056556987417555,0.6196121322453119,-0.3896923702015098,0.3896923702015098
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.21875,2.6729811243224924,-1.705486800892016,0.6918184221742097,-0.44141246524182454,0.44141246524182454
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.2265625,2.951964805373847,-1.9053179030422762,0.7640247121031075,-0.49313256028213914,0.49313256028213914
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.234375,3.230948486425201,-2.105149005192537,0.8362310020320053,-0.5448526553224539,0.5448526553224539
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.2421875,3.509932167476556,-2.304980107342797,0.9084372919609031,-0.5965727503627685,0.5965727503627685
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.25,3.788915848527911,-2.5048112094930577,0.9806435818898009,-0.6482928454030832,0.6482928454030832
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.2578125,4.0779314773240705,-2.6767772018762988,1.0554463309545277,-0.692800919341821,0.692800919341821
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.265625,4.366947106120231,-2.84874319425954,1.1302490800192546,-0.7373089932805589,0.7373089932805589
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.2734375,4.655962734916391,-3.020709186642781,1.2050518290839811,-0.7818170672192967,0.7818170672192967
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.28125,4.9449783637125515,-3.192675179026022,1.279854578148708,-0.8263251411580345,0.8263251411580345
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.2890625,5.233993992508712,-3.3646411714092634,1.3546573272134348,-0.8708332150967724,0.8708332150967724
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.296875,5.499553964715491,-3.4770073998472046,1.4233893056374454,-0.899915735042852,0.899915735042852
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3046875,5.753386108627581,-3.5595737463124992,1.489085898741098,-0.9212854779926034,0.9212854779926034
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3125,6.007218252539668,-3.6421400927777934,1.5547824918447501,-0.9426552209423548,0.9426552209423548
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3203125,6.261050396451758,-3.7247064392430875,1.6204790849484028,-0.9640249638921061,0.9640249638921061
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.328125,6.514882540363846,-3.807272785708382,1.6861756780520551,-0.9853947068418575,0.9853947068418575
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3359375,6.734557707373425,-3.8468552465586687,1.7430317950102112,-0.9956394015619366,0.9956394015619366
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.34375,6.88591892057798,-3.800469936178936,1.7822069596773733,-0.9836339998226701,0.9836339998226701
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3515625,7.0372801337825335,-3.754084625799202,1.8213821243445347,-0.9716285980834034,0.9716285980834034
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.359375,7.188641346987088,-3.707699315419469,1.8605572890116964,-0.9596231963441368,0.9596231963441368
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3671875,7.340002560191642,-3.6613140050397357,1.8997324536788582,-0.9476177946048702,0.9476177946048702
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.375,7.491363773396196,-3.6149286946600023,1.9389076183460199,-0.9356123928656036,0.9356123928656036
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3828125,7.480916377949481,-3.4489308926319673,1.9362036334326929,-0.8926490002555902,0.8926490002555902
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.390625,7.470468982502766,-3.282933090603932,1.9334996485193656,-0.8496856076455769,0.8496856076455769
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.3984375,7.460021587056052,-3.1169352885758967,1.9307956636060386,-0.8067222150355635,0.8067222150355635
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.40625,7.449574191609336,-2.9509374865478617,1.9280916786927111,-0.7637588224255502,0.7637588224255502
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4140625,7.43912679616262,-2.784939684519826,1.925387693779384,-0.7207954298155368,0.7207954298155368
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.421875,7.311754177617351,-2.575285786917256,1.8924212342752895,-0.6665330082360179,0.6665330082360179
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4296875,7.125918947522806,-2.3438038415274205,1.8443235374758125,-0.6066210721717468,0.6066210721717468
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4375,6.940083717428263,-2.112321896137585,1.7962258406763354,-0.5467091361074757,0.5467091361074757
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4453125,6.75424848733372,-1.8808399507477491,1.7481281438768586,-0.4867972000432046,0.4867972000432046
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.453125,6.568413257239177,-1.6493580053579138,1.7000304470773817,-0.4268852639789335,0.4268852639789335
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4609375,6.343391311897632,-1.4244888990022362,1.6417904820569713,-0.3686848565988999,0.3686848565988999
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.46875,6.039995936062075,-1.2128454707148766,1.5632659805946922,-0.3139075065873416,0.3139075065873416
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4765625,5.736600560226521,-1.0012020424275165,1.4847414791324138,-0.2591301565757833,0.2591301565757833
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.484375,5.433205184390967,-0.7895586141401565,1.406216977670135,-0.20435280656422494,0.20435280656422494
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.4921875,5.12980980855541,-0.5779151858527964,1.327692476207856,-0.14957545655266657,0.14957545655266657
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5,4.826414432719855,-0.3662717575654365,1.2491679747455773,-0.09479810654110825,0.09479810654110825
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5078125,4.478102054801981,-0.23630851903291505,1.159018097695485,-0.06116114524568992,0.06116114524568992
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.515625,4.1297896768841085,-0.10634528050039356,1.0688682206453926,-0.02752418395027158,0.02752418395027158
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5234375,3.7814772989662337,0.02361795803212792,0.9787183435953,0.006112777345146758,-0.006112777345146758
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.53125,3.4331649210483604,0.15358119656464936,0.8885684665452076,0.03974973864056509,-0.03974973864056509
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5390625,3.0848525431304865,0.2835444350971708,0.7984185894951152,0.07338669993598342,-0.07338669993598342
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.546875,2.74439467323634,0.33820133177523076,0.7103016087114739,0.08753294574246603,-0.08753294574246603
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5546875,2.4078640573540566,0.35520505752605336,0.6232010760610581,0.09193383380447907,-0.09193383380447907
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5625,2.0713334414717735,0.3722087832768759,0.5361005434106424,0.09633472186649211,-0.09633472186649211
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5703125,1.73480282558949,0.38921250902769844,0.44900001076022666,0.10073560992850514,-0.10073560992850514
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.578125,1.3982722097072071,0.406216234778521,0.361899478109811,0.10513649799051818,-0.10513649799051818
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.5859375,1.1168418106541675,0.40468686520421776,0.28905993096408195,0.10474066801768817,-0.10474066801768817
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.59375,0.9456118452596242,0.3660913049796596,0.24474235482772852,0.09475140197517119,-0.09475140197517119
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6015625,0.7743818798650809,0.32749574475510146,0.20042477869137518,0.08476213593265422,-0.08476213593265422
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.609375,0.6031519144705375,0.2889001845305433,0.15610720255502178,0.07477286989013725,-0.07477286989013725
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6171875,0.431921949075994,0.25030462430598516,0.11178962641866837,0.06478360384762027,-0.06478360384762027
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.625,0.2606919836814507,0.21170906408142698,0.06747205028231498,0.0547943378051033,-0.0547943378051033
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6328125,0.023185078357238025,0.07095599193925652,0.006000739841047466,0.01836476207802053,-0.01836476207802053
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.640625,-0.21432182696697463,-0.06979708020291395,-0.05547057060022005,-0.01806481364906224,0.01806481364906224
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6484375,-0.45182873229118725,-0.21055015234508445,-0.11694188104148756,-0.05449438937614502,0.05449438937614502
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.65625,-0.6893356376154,-0.3513032244872549,-0.17841319148275508,-0.09092396510322778,0.09092396510322778
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6640625,-0.9268425429396127,-0.49205629662942535,-0.23988450192402264,-0.12735354083031056,0.12735354083031056
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.671875,-1.1679144473901037,-0.6515037530627864,-0.30227850203494483,-0.16862157924841886,0.16862157924841886
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6796875,-1.410768851403734,-0.8202984016417442,-0.3651338469806944,-0.21230884901204025,0.21230884901204025
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6875,-1.6536232554173642,-0.989093050220702,-0.42798919192644397,-0.2559961187756617,0.2559961187756617
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.6953125,-1.8964776594309944,-1.15788769879966,-0.49084453687219354,-0.29968338853928317,0.29968338853928317
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.703125,-2.139332063444625,-1.3266823473786178,-0.5536998818179432,-0.3433706583029046,0.3433706583029046
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.7109375,-2.394235054060557,-1.5058273660605654,-0.6196736304429354,-0.3897368009730395,0.3897368009730395
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.71875,-2.6732352178810945,-1.7056731249484935,-0.6918841864264139,-0.44146068945620165,0.44146068945620165
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.7265625,-2.9522353817016325,-1.9055188838364223,-0.7640947424098924,-0.493184577939364,0.493184577939364
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.734375,-3.23123554552217,-2.1053646427243504,-0.8363052983933708,-0.5449084664225261,0.5449084664225261
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.7421875,-3.510235709342708,-2.3052104016122787,-0.9085158543768492,-0.5966323549056883,0.5966323549056883
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.75,-3.789235873163246,-2.505056160500207,-0.9807264103603277,-0.6483562433888506,0.6483562433888506
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.7578125,-4.07826615201412,-2.6770342867237287,-1.055532951138226,-0.6928674577965431,0.6928674577965431
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.765625,-4.367296430864992,-2.8490124129472503,-1.1303394919161243,-0.7373786722042358,0.7373786722042358
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.7734375,-4.656326709715866,-3.020990539170771,-1.2051460326940227,-0.7818898866119283,0.7818898866119283
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.78125,-4.945356988566738,-3.192968665394292,-1.2799525734719208,-0.8264011010196207,0.8264011010196207
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.7890625,-5.234387267417612,-3.3649467916178133,-1.3547591142498192,-0.8709123154273133,0.8709123154273133
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.796875,-5.499913866727934,-3.4772955719839644,-1.4234824551326364,-0.8999903194801133,0.8999903194801133
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8046875,-5.753688626267977,-3.5598296794214246,-1.4891641960679123,-0.9213517183554656,0.9213517183554656
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8125,-6.007463385808022,-3.6423637868588843,-1.5548459370031884,-0.9427131172308179,0.9427131172308179
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8203125,-6.2612381453480666,-3.724897894296345,-1.6205276779384645,-0.9640745161061702,0.9640745161061702
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.828125,-6.51501290488811,-3.807432001733805,-1.6862094188737404,-0.9854359149815225,0.9854359149815225
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8359375,-6.734686969017911,-3.8470070035872372,-1.7430652503856054,-0.9956786791711584,0.9956786791711584
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.84375,-6.886159642327217,-3.8006637942726056,-1.782269263050646,-0.9836841739893591,0.9836841739893591
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8515625,-7.0376323156365235,-3.7543205849579744,-1.8214732757156868,-0.97168966880756,0.97168966880756
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.859375,-7.1891049889458305,-3.7079773756433436,-1.8606772883807277,-0.959695163625761,0.959695163625761
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8671875,-7.3405776622551375,-3.661634166328712,-1.8998813010457687,-0.9477006584439618,0.9477006584439618
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.875,-7.492050335564444,-3.6152909570140803,-1.9390853137108095,-0.9357061532621627,0.9357061532621627
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8828125,-7.481477634774197,-3.449242878093831,-1.936348897388123,-0.8927297480349157,0.8927297480349157
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.890625,-7.470904933983949,-3.283194799173582,-1.9336124810654365,-0.8497533428076688,0.8497533428076688
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.8984375,-7.4603322331937,-3.117146720253332,-1.9308760647427496,-0.8067769375804218,0.8067769375804218
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.90625,-7.449759532403453,-2.9510986413330835,-1.9281396484200632,-0.763800532353175,0.763800532353175
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9140625,-7.439186831613206,-2.785050562412834,-1.9254032320973768,-0.720824127125928,0.720824127125928
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.921875,-7.31174741179471,-2.575369452679127,-1.8924194831515342,-0.6665546625286131,0.6665546625286131
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9296875,-7.125874632462079,-2.343871827538687,-1.8443120678941112,-0.6066386682462631,0.6066386682462631
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9375,-6.940001853129448,-2.112374202398247,-1.796204652636688,-0.5467226739639132,0.5467226739639132
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9453125,-6.7541290737968165,-1.880876577257807,-1.748097237379265,-0.4868066796815632,0.4868066796815632
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.953125,-6.568256294464186,-1.6493789521173672,-1.699989822121842,-0.42689068539921327,0.42689068539921327
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9609375,-6.34327810669972,-1.4245256008883784,-1.6417611823957472,-0.36869435574602466,0.36869435574602466
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.96875,-6.0399026503934286,-1.212882496209239,-1.5632418364870113,-0.313917089490437,0.313917089490437
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9765625,-5.736527194087139,-1.0012393915300999,-1.4847224905782759,-0.25913982323484935,0.25913982323484935
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.984375,-5.433151737780848,-0.7895962868509608,-1.4062031446695402,-0.20436255697926173,0.20436255697926173
ptera_free_wake_uvlm,Ptera free-wake UVLM,local_model,0.9921875,-5.129776281474557,-0.5779531821718215,-1.3276837987608046,-0.14958529072367405,0.14958529072367405
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0,-4.624692722665171,-0.5065282628808648,-1.1969585543727763,-0.13109916131626403,0.13109916131626403
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0078125,-4.317468486130628,-0.3890377764382642,-1.117443070840555,-0.10069038580655948,0.10069038580655948
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.015625,-4.010244249596084,-0.2715472899956635,-1.0379275873083333,-0.07028161029685491,0.07028161029685491
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0234375,-3.7030200130615403,-0.15405680355306278,-0.9584121037761117,-0.039872834787150334,0.039872834787150334
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.03125,-3.3957957765269975,-0.03656631711046209,-0.8788966202438904,-0.009464059277445765,0.009464059277445765
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0390625,-3.0885715399924543,0.0809241693321386,-0.799381136711669,0.020944716232258805,-0.020944716232258805
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.046875,-2.813434424913245,0.1373199256211172,-0.7281704113146057,0.035541012022806726,-0.035541012022806726
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0546875,-2.5543408705617012,0.1631683168332873,-0.661112064985121,0.042231067953776985,-0.042231067953776985
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0625,-2.295247316210157,0.18901670804545748,-0.5940537186556363,0.04892112388474725,-0.04892112388474725
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0703125,-2.0361537618586127,0.2148650992576276,-0.5269953723261516,0.05561117981571751,-0.05561117981571751
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.078125,-1.7770602075070692,0.24071349046979776,-0.45993702599666697,0.062301235746687784,-0.062301235746687784
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.0859375,-1.531691690953386,0.2414203886151313,-0.3964309808440207,0.06248419444964775,-0.06248419444964775
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.09375,-1.3137732499954262,0.1918443006267873,-0.3400295380450515,0.049652958696586015,-0.049652958696586015
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1015625,-1.0958548090374667,0.14226821263844336,-0.28362809524608235,0.03682172294352428,-0.03682172294352428
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.109375,-0.8779363680795073,0.09269212465009936,-0.22722665244711324,0.023990487190462543,-0.023990487190462543
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1171875,-0.6600179271215478,0.0431160366617554,-0.17082520964814413,0.011159251437400809,-0.011159251437400809
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.125,-0.4420994861635884,-0.0064600513265885805,-0.11442376684917503,-0.0016719843156609287,0.0016719843156609287
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1328125,-0.23322383217014328,-0.11702128355099556,-0.060362769537427044,-0.03028733686533999,0.03028733686533999
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.140625,-0.024348178176698182,-0.22758251577540253,-0.006301772225679058,-0.05890268941501905,0.05890268941501905
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1484375,0.18452747581674694,-0.33814374799980956,0.04775922508606893,-0.08751804196469812,0.08751804196469812
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.15625,0.39340312981019204,-0.4487049802242165,0.10182022239781692,-0.11613339451437717,0.11613339451437717
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1640625,0.6022787838036371,-0.5592662124486234,0.1558812197095649,-0.14474874706405622,0.14474874706405622
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.171875,0.8227476058615671,-0.7007620743166328,0.2129427497094759,-0.18137057091869258,0.18137057091869258
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1796875,1.049013011951739,-0.857725251006442,0.27150454605346824,-0.22199563042580725,0.22199563042580725
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1875,1.2752784180419108,-1.0146884276962513,0.3300663423974606,-0.2626206899329219,0.2626206899329219
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.1953125,1.5015438241320824,-1.1716516043860605,0.3886281387414529,-0.30324574944003657,0.30324574944003657
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.203125,1.727809230222254,-1.32861478107587,0.44718993508544524,-0.3438708089471513,0.3438708089471513
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.2109375,1.962300082059066,-1.4924201278790084,0.5078806334431255,-0.3862667523894268,0.3862667523894268
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.21875,2.213241825389158,-1.6699098149088067,0.5728291358281818,-0.43220446370202453,0.43220446370202453
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.2265625,2.4641835687192506,-1.8473995019386051,0.6377776382132382,-0.4781421750146222,0.4781421750146222
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.234375,2.7151253120493424,-2.0248891889684035,0.7027261405982944,-0.5240798863272199,0.5240798863272199
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.2421875,2.9660670553794346,-2.202378875998202,0.7676746429833508,-0.5700175976398175,0.5700175976398175
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.25,3.2170087987095264,-2.3798685630280008,0.832623145368407,-0.6159553089524153,0.6159553089524153
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.2578125,3.476315801944427,-2.533583541816281,0.8997367363340601,-0.6557396729803522,0.6557396729803522
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.265625,3.7356228051793274,-2.68729852060456,0.9668503272997134,-0.6955240370082889,0.6955240370082889
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.2734375,3.994929808414228,-2.8410134993928398,1.0339639182653666,-0.7353084010362256,0.7353084010362256
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.28125,4.254236811649128,-2.9947284781811194,1.1010775092310197,-0.7750927650641625,0.7750927650641625
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.2890625,4.513543814884029,-3.1484434569693995,1.168191100196673,-0.8148771290920993,0.8148771290920993
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.296875,4.754169285530856,-3.251779083065461,1.2304695547368294,-0.8416223571633531,0.8416223571633531
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.3046875,4.9854539898836485,-3.3299250328154164,1.290330441064238,-0.8618480172562661,0.8618480172562661
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.3125,5.216738694236441,-3.408070982565372,1.3501913273916466,-0.8820736773491792,0.8820736773491792
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.3203125,5.448023398589233,-3.4862169323153265,1.410052213719055,-0.902299337442092,0.902299337442092
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.328125,5.6793081029420245,-3.564362882065282,1.4699131000464634,-0.922524997535005,0.922524997535005
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.3359375,5.884670207331113,-3.6053261993176897,1.5230647238046915,-0.9331270841905048,0.9331270841905048
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.34375,6.038187111792786,-3.5719242515749965,1.5627978224245567,-0.9244820239711766,0.9244820239711766
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.3515625,6.19170401625446,-3.538522303832303,1.6025309210444219,-0.9158369637518484,0.9158369637518484
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.359375,6.345220920716134,-3.505120356089609,1.6422640196642873,-0.9071919035325201,0.9071919035325201
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.3671875,6.498737825177807,-3.471718408346916,1.6819971182841524,-0.8985468433131919,0.8985468433131919
fluxv_periodic_v1,FluxV augmented v1 (exploratory),exploratory_local_model,0.375,6.652254729639481,-3.4383164606042222,1.7217302169040178,-0.8899017830938637,0.8899017830938637
