model,theta_max_deg,phase_offset_deg,phase,CT,persistence,ldvm_delta_CT,owned_old_CT,owned_polar_CT,target_old_CT,target_polar_CT,profile_reference_delta_CT,polar_reference_delta_CT
v5c0_corrected_v4b_075c,15.0,30.0,0.8984375,-0.06960619825330996,0.002922545247259699,0.02608027969043191,-0.09557392711727589,-0.05628656034711452,-0.09572507625331689,-0.056437709483155525,-0.0001511491360410011,-6.938893903907228e-18
v4b_legacy_025c,15.0,30.0,0.90625,-0.13674816402494097,0.003815869341144702,0.0012669556905916986,-0.13817663381861378,-0.09458273015326311,-0.13827597456377383,-0.09468207089842316,-9.93407451600481e-05,0.0
v5c0_corrected_v4b_075c,15.0,30.0,0.90625,-0.136847504770101,0.003815869341144702,0.0012669556905916986,-0.13817663381861378,-0.09458273015326311,-0.13827597456377383,-0.09468207089842316,-9.93407451600481e-05,0.0
v4b_legacy_025c,15.0,30.0,0.9140625,-0.16407936679515986,0.004700594024339906,0.012891029397911787,-0.17713299078335465,-0.12965173950261666,-0.17716107077147655,-0.12967981949073853,-2.8079988121904043e-05,2.7755575615628914e-17
v5c0_corrected_v4b_075c,15.0,30.0,0.9140625,-0.16410744678328176,0.004700594024339906,0.012891029397911787,-0.17713299078335465,-0.12965173950261666,-0.17716107077147655,-0.12967981949073853,-2.8079988121904043e-05,2.7755575615628914e-17
v4b_legacy_025c,15.0,30.0,0.921875,-0.20330730298136054,0.005574669187534425,0.00857117802750561,-0.21211454991086365,-0.16119666142288117,-0.21205191900313203,-0.16113403051514955,6.263090773162006e-05,0.0
v5c0_corrected_v4b_075c,15.0,30.0,0.921875,-0.20324467207362895,0.005574669187534425,0.00857117802750561,-0.21211454991086365,-0.16119666142288117,-0.21205191900313203,-0.16113403051514955,6.263090773162006e-05,0.0
v4b_legacy_025c,15.0,30.0,0.9296875,-0.2265730597963095,0.006436045117192296,0.01601392812575149,-0.24283067248560547,-0.18895427461215883,-0.242658033478248,-0.18878163560480138,0.00017263900735747795,-2.7755575615628914e-17
v5c0_corrected_v4b_075c,15.0,30.0,0.9296875,-0.226400420788952,0.006436045117192296,0.01601392812575149,-0.24283067248560547,-0.18895427461215883,-0.242658033478248,-0.18878163560480138,0.00017263900735747795,-2.7755575615628914e-17
v4b_legacy_025c,15.0,30.0,0.9375,-0.26472972169035736,0.007282661381611505,0.003918255650555663,-0.269029700038317,-0.21269616961364587,-0.2687280914104398,-0.21239456098576867,0.00030160862787720344,0.0
v5c0_corrected_v4b_075c,15.0,30.0,0.9375,-0.26442811306248015,0.007282661381611505,0.003918255650555663,-0.269029700038317,-0.21269616961364587,-0.2687280914104398,-0.21239456098576867,0.00030160862787720344,0.0
v4b_legacy_025c,15.0,30.0,0.9453125,-0.2731714587612714,0.008112440223241433,0.016993243765074963,-0.2904995594691913,-0.2322293467983077,-0.29005057032672243,-0.23178035765583888,0.0004489891424688808,-5.551115123125783e-17
v5c0_corrected_v4b_075c,15.0,30.0,0.9453125,-0.27272246961880253,0.008112440223241433,0.016993243765074963,-0.2904995594691913,-0.2322293467983077,-0.29005057032672243,-0.23178035765583888,0.0004489891424688808,-5.551115123125783e-17
v4b_legacy_025c,15.0,30.0,0.953125,-0.2727025419820708,0.008923304189622026,0.03413750624199769,-0.30706789599545653,-0.24739637605783135,-0.306453910957821,-0.24678239102019583,0.0006139850376355449,-2.7755575615628914e-17
v5c0_corrected_v4b_075c,15.0,30.0,0.953125,-0.27208855694443523,0.008923304189622026,0.03413750624199769,-0.30706789599545653,-0.24739637605783135,-0.306453910957821,-0.24678239102019583,0.0006139850376355449,-2.7755575615628914e-17
v4b_legacy_025c,15.0,30.0,0.9609375,-0.29596910677521066,0.009713184085073495,0.022262166140296087,-0.3186029439044355,-0.258076189584458,-0.31780741309324145,-0.25728065877326395,0.0007955308111940451,0.0
v5c0_corrected_v4b_075c,15.0,30.0,0.9609375,-0.2951735759640166,0.009713184085073495,0.022262166140296087,-0.3186029439044355,-0.258076189584458,-0.31780741309324145,-0.25728065877326395,0.0007955308111940451,0.0
v4b_legacy_025c,15.0,30.0,0.96875,-0.3000852025231281,0.010480027398137358,0.02454872275846991,-0.32501414861427474,-0.26418466835088233,-0.3240218753625141,-0.2631923950991217,0.0009922732517606558,0.0
v5c0_corrected_v4b_075c,15.0,30.0,0.96875,-0.2990929292713674,0.010480027398137358,0.02454872275846991,-0.32501414861427474,-0.26418466835088233,-0.3240218753625141,-0.2631923950991217,0.0009922732517606558,0.0
v4b_legacy_025c,15.0,30.0,0.9765625,-0.31760695322702803,0.011221807521513822,0.008055986780197269,-0.3262523264615373,-0.2656748137879323,-0.3250497631225721,-0.2644722504489671,0.001202563338965179,0.0
v5c0_corrected_v4b_075c,15.0,30.0,0.9765625,-0.31640438988806285,0.011221807521513822,0.008055986780197269,-0.3262523264615373,-0.2656748137879323,-0.3250497631225721,-0.2644722504489671,0.001202563338965179,0.0
v4b_legacy_025c,15.0,30.0,0.984375,-0.3287526857254578,0.011936533647935533,-0.007242998862969645,-0.32230962435797245,-0.26253672739404355,-0.3208851649075581,-0.26111226794362924,0.0014244594504143615,-5.551115123125783e-17
v5c0_corrected_v4b_075c,15.0,30.0,0.984375,-0.32732822627504343,0.011936533647935533,-0.007242998862969645,-0.32230962435797245,-0.26253672739404355,-0.3208851649075581,-0.26111226794362924,0.0014244594504143615,-5.551115123125783e-17
v4b_legacy_025c,15.0,30.0,0.9921875,-0.30268727492836534,0.0126222611914717,0.009920092163705414,-0.31321933994404777,-0.2548156327850758,-0.31156359714512244,-0.2531417110963657,0.0016557427989253304,1.8178889784781216e-05
v5c0_corrected_v4b_075c,15.0,30.0,0.9921875,-0.30103130267074496,0.0126222611914717,0.009920092163705414,-0.31321933994404777,-0.2548156327850758,-0.31156359714512244,-0.2531417110963657,0.0016557427989253304,1.8178889784781216e-05
v4b_legacy_025c,15.0,45.0,0.0,-0.17089627443936525,0.012800800660946741,0.03856154556301483,-0.2094150504282081,-0.17419466885210372,-0.2071084071699772,-0.16243546905282402,0.002306643258230906,0.00945255654104879
v5c0_corrected_v4b_075c,15.0,45.0,0.0,-0.16846863088911607,0.012800800660946741,0.03856154556301483,-0.2094150504282081,-0.17419466885210372,-0.2071084071699772,-0.16243546905282402,0.002306643258230906,0.00945255654104879
v4b_legacy_025c,15.0,45.0,0.0078125,-0.15041220230830754,0.013443976220343393,0.03913580192531746,-0.18882306797049547,-0.20361002306646497,-0.18632475582473873,-0.14425553688187706,0.0024983121457567425,0.05685617403883117
v5c0_corrected_v4b_075c,15.0,45.0,0.0078125,-0.14714951711079305,0.013443976220343393,0.03913580192531746,-0.18882306797049547,-0.20361002306646497,-0.18632475582473873,-0.14425553688187706,0.0024983121457567425,0.05685617403883117
v4b_legacy_025c,15.0,45.0,0.015625,-0.12570178373246454,0.014053492651699525,0.04033144402489846,-0.1642767979837352,-0.24892708036372443,-0.16159302095553119,-0.12253406210259309,0.0026837770282040208,0.12370924123292734
v5c0_corrected_v4b_075c,15.0,45.0,0.015625,-0.12127945979164625,0.014053492651699525,0.04033144402489846,-0.1642767979837352,-0.24892708036372443,-0.16159302095553119,-0.12253406210259309,0.0026837770282040208,0.12370924123292734
v4b_legacy_025c,15.0,45.0,0.0234375,-0.09963730621605436,0.01462761858487393,0.0389008712300808,-0.135980423983329,-0.27193737037853727,-0.13311989029962992,-0.09745317771794283,0.002860533683699068,0.17162365897689538
v5c0_corrected_v4b_075c,15.0,45.0,0.0234375,-0.0942663271087008,0.01462761858487393,0.0389008712300808,-0.135980423983329,-0.27193737037853727,-0.13311989029962992,-0.09745317771794283,0.002860533683699068,0.17162365897689538
v4b_legacy_025c,15.0,45.0,0.03125,-0.07293709820143163,0.015164722091312022,0.03431034199365744,-0.10417807061545553,-0.2722696955785152,-0.10115192175609829,-0.07028659629394306,0.0030261488593572444,0.19895695042521488
v5c0_corrected_v4b_075c,15.0,45.0,0.03125,-0.06689382248074105,0.015164722091312022,0.03431034199365744,-0.10417807061545553,-0.2722696955785152,-0.10115192175609829,-0.07028659629394306,0.0030261488593572444,0.19895695042521488
v4b_legacy_025c,15.0,45.0,0.0390625,-0.044990269929657455,0.015663280894194002,0.027766049144234015,-0.0691500615058773,-0.271620422751942,-0.06597174343133713,-0.058014192046841585,0.003178318074540165,0.21042791263056024
v5c0_corrected_v4b_075c,15.0,45.0,0.0390625,-0.03851596035160591,0.015663280894194002,0.027766049144234015,-0.0691500615058773,-0.271620422751942,-0.06597174343133713,-0.058014192046841585,0.003178318074540165,0.21042791263056024
v4b_legacy_025c,15.0,45.0,0.046875,-0.010164709871711131,0.01612189159626324,0.025303317162434686,-0.031210027460454867,-0.2700196122032705,-0.02789510833437538,-0.06182979010462458,0.0033149191260794866,0.20487490297256641
v5c0_corrected_v4b_075c,15.0,45.0,0.046875,-0.003546819769112981,0.01612189159626324,0.025303317162434686,-0.031210027460454867,-0.2700196122032705,-0.02789510833437538,-0.06182979010462458,0.0033149191260794866,0.20487490297256641
v4b_legacy_025c,15.0,45.0,0.0546875,0.028196087893581377,0.016539277759754535,0.023870930652252723,0.009297340760191912,-0.2674605463078916,0.012731400030905077,-0.07248080238258797,0.003434059270713165,0.1915456846545905
v5c0_corrected_v4b_075c,15.0,45.0,0.0546875,0.03479817444647917,0.016539277759754535,0.023870930652252723,0.009297340760191912,-0.2674605463078916,0.012731400030905077,-0.07248080238258797,0.003434059270713165,0.1915456846545905
v4b_legacy_025c,15.0,45.0,0.0625,0.06422431311127046,0.016914296713606166,0.017871008164271836,0.05199881353561363,-0.26390158388706264,0.05553292815158335,-0.07818682688273244,0.0035341146159697245,0.1821806423883605
v5c0_corrected_v4b_075c,15.0,45.0,0.0625,0.07083988516807227,0.016914296713606166,0.017871008164271836,0.05199881353561363,-0.26390158388706264,0.05553292815158335,-0.07818682688273244,0.0035341146159697245,0.1821806423883605
v4b_legacy_025c,15.0,45.0,0.0703125,0.10075756356741944,0.01724594500636878,0.010580096186882207,0.09649545672923296,-0.2592708169906978,0.10010921755249444,-0.06662588416154692,0.0036137608232614804,0.18903117200588943
v5c0_corrected_v4b_075c,15.0,45.0,0.0703125,0.10763134558758392,0.01724594500636878,0.010580096186882207,0.09649545672923296,-0.2592708169906978,0.10010921755249444,-0.06662588416154692,0.0036137608232614804,0.18903117200588943
v4b_legacy_025c,15.0,45.0,0.078125,0.1379039853999864,0.017533362466234815,0.0025227058713282215,0.14236589801448596,-0.2534730052623759,0.14603789277259885,-0.04475529276229777,0.0036719947581128898,0.2050457177419652
v5c0_corrected_v4b_075c,15.0,45.0,0.078125,0.14517112104941843,0.017533362466234815,0.0025227058713282215,0.14236589801448596,-0.2534730052623759,0.14603789277259885,-0.04475529276229777,0.0036719947581128898,0.2050457177419652
v4b_legacy_025c,15.0,45.0,0.0859375,0.16744336424985135,0.017775834870072334,-0.01423707947926968,0.18916995703201508,-0.24639829241123198,0.19287810420480592,-0.022165484342454907,0.003708147172790832,0.22052466089598624
v5c0_corrected_v4b_075c,15.0,45.0,0.0859375,0.17507152137950793,0.017775834870072334,-0.01423707947926968,0.18916995703201508,-0.24639829241123198,0.19287810420480592,-0.022165484342454907,0.003708147172790832,0.22052466089598624
v4b_legacy_025c,15.0,45.0,0.09375,0.19517630125079946,0.017972795259439643,-0.03334975956248389,0.2364526918006859,-0.23793202492792556,0.24017457865715375,0.0009940698008464276,0.0037218868564678487,0.23520420787230414
v5c0_corrected_v4b_075c,15.0,45.0,0.09375,0.2031254651795149,0.017972795259439643,-0.03334975956248389,0.2364526918006859,-0.23793202492792556,0.24017457865715375,0.0009940698008464276,0.0037218868564678487,0.23520420787230414
v4b_legacy_025c,15.0,45.0,0.1015625,0.22383474891219193,0.018123823972055503,-0.05157457611656646,0.28374880840500555,-0.22796505118206484,0.2874620253399943,0.02457770957905533,0.0037132169349887723,0.24882954382613137
v5c0_corrected_v4b_075c,15.0,45.0,0.1015625,0.2320577086985324,0.018123823972055503,-0.05157457611656646,0.28374880840500555,-0.22796505118206484,0.2874620253399943,0.02457770957905533,0.0037132169349887723,0.24882954382613137
v4b_legacy_025c,15.0,45.0,0.109375,0.25442910493183846,0.01822864748146524,-0.06741629557469085,0.33058740379058715,-0.21640387357837246,0.33426986794711533,0.04844074643094983,0.0036824641565281757,0.2611621558527941
v5c0_corrected_v4b_075c,15.0,45.0,0.109375,0.2628722019629067,0.01822864748146524,-0.06741629557469085,0.33058740379058715,-0.21640387357837246,0.33426986794711533,0.04844074643094983,0.0036824641565281757,0.2611621558527941
v4b_legacy_025c,15.0,45.0,0.1171875,0.2867352085382176,0.018287136155559717,-0.08063578242812698,0.37649702722337003,-0.20318005830408786,0.38012728930169193,0.07243651816429629,0.0036302620783218997,0.27198631439006227
v5c0_corrected_v4b_075c,15.0,45.0,0.1171875,0.2953393213802395,0.018287136155559717,-0.08063578242812698,0.37649702722337003,-0.20318005830408786,0.38012728930169193,0.07243651816429629,0.0036302620783218997,0.27198631439006227
v4b_legacy_025c,15.0,45.0,0.125,0.3200279938952108,0.018299301056474773,-0.09150828005443103,0.4210109408390755,-0.18825847447364907,0.4245684699322165,0.09641358768014874,0.0035575290931409986,0.2811145330606568
v5c0_corrected_v4b_075c,15.0,45.0,0.125,0.32872972246017906,0.018299301056474773,-0.09150828005443103,0.4210109408390755,-0.18825847447364907,0.4245684699322165,0.09641358768014874,0.0035575290931409986,0.2811145330606568
v4b_legacy_025c,15.0,45.0,0.1328125,0.35373387166660414,0.01826528991082574,-0.10016397365049313,0.4636725612803677,-0.17164393450321078,0.46713800350141393,0.12021340404245578,0.003465442221046222,0.2883918963246203
v5c0_corrected_v4b_075c,15.0,45.0,0.1328125,0.36246687548195244,0.01826528991082574,-0.10016397365049313,0.4636725612803677,-0.17164393450321078,0.46713800350141393,0.12021340404245578,0.003465442221046222,0.2883918963246203
v4b_legacy_025c,15.0,45.0,0.140625,0.38626021736080096,0.01818538238099874,-0.1077852823603875,0.5040409437836075,-0.15338601522708442,0.5073963513413248,0.14366859767841733,0.003355407557717238,0.2936992053477845
v5c0_corrected_v4b_075c,15.0,45.0,0.140625,0.3949566572727632,0.01818538238099874,-0.1077852823603875,0.5040409437836075,-0.15338601522708442,0.5073963513413248,0.14366859767841733,0.003355407557717238,0.2936992053477845
v4b_legacy_025c,15.0,45.0,0.1484375,0.4176062517126724,0.018059984766189585,-0.11395247057139497,0.5416962549721609,-0.13358186561153126,0.5449252831987269,0.16660210658979854,0.003229028226566011,0.2969549439747638
v5c0_corrected_v4b_075c,15.0,45.0,0.1484375,0.42619828170366736,0.018059984766189585,-0.11395247057139497,0.5416962549721609,-0.13358186561153126,0.5449252831987269,0.16660210658979854,0.003229028226566011,0.2969549439747638
v4b_legacy_025c,15.0,45.0,0.15625,0.44617836797329097,0.017889624256911988,-0.11989235178409366,0.5762450808697399,-0.11237699750010079,0.5793331515048232,0.18882718153001066,0.0030880706350833176,0.2981161083950281
v5c0_corrected_v4b_075c,15.0,45.0,0.15625,0.4545996237724942,0.017889624256911988,-0.11989235178409366,0.5762450808697399,-0.11237699750010079,0.5793331515048232,0.18882718153001066,0.0030880706350833176,0.2981161083950281
v4b_legacy_025c,15.0,45.0,0.1640625,0.47030347101959885,0.017674942859588025,-0.12694113980536612,0.6073254867850434,-0.08996408583632298,0.6102599165750576,0.2101483204901961,0.002934429790014237,0.29717797653650485
v5c0_corrected_v4b_075c,15.0,45.0,0.1640625,0.4784905045640238,0.017674942859588025,-0.12694113980536612,0.6073254867850434,-0.08996408583632298,0.6102599165750576,0.2101483204901961,0.002934429790014237,0.29717797653650485
v4b_legacy_025c,15.0,45.0,0.171875,0.4928404017287428,0.017416691099287326,-0.1318554158929291,0.6346117707373282,-0.06657986746834957,0.6373818651192654,0.23036314423785378,0.002770094381937205,0.29417291732426615
v5c0_corrected_v4b_075c,15.0,45.0,0.171875,0.5007340149414929,0.017416691099287326,-0.1318554158929291,0.6346117707373282,-0.06657986746834957,0.6373818651192654,0.23036314423785378,0.002770094381937205,0.29417291732426615
v4b_legacy_025c,15.0,45.0,0.1796875,0.5129129311710963,0.017115721599285552,-0.1352338822965704,0.657818655306887,-0.04250047817909547,0.6604157676137312,0.24926499087284193,0.0025971123068442292,0.28916835674509317
v5c0_corrected_v4b_075c,15.0,45.0,0.1796875,0.5204593685673123,0.017115721599285552,-0.1352338822965704,0.657818655306887,-0.04250047817909547,0.6604157676137312,0.24926499087284193,0.0025971123068442292,0.28916835674509317
v4b_legacy_025c,15.0,45.0,0.1875,0.5337501457244019,0.016772982626337557,-0.13354191313684216,0.6767050300917486,-0.018035296004988568,0.6791225873404677,0.26664628942694424,0.00241755724871906,0.2822640281832137
v5c0_corrected_v4b_075c,15.0,45.0,0.1875,0.5409021126138781,0.016772982626337557,-0.13354191313684216,0.6767050300917486,-0.018035296004988568,0.6791225873404677,0.26664628942694424,0.00241755724871906,0.2822640281832137
v4b_legacy_025c,15.0,45.0,0.1953125,0.5397449960517579,0.016389511680764406,-0.1424464658336689,0.6910770400552612,0.006480305018454603,0.6933105369561557,0.28230244158550777,0.0022334969008945826,0.2735886396661586
v5c0_corrected_v4b_075c,15.0,45.0,0.1953125,0.5464624771581854,0.016389511680764406,-0.1424464658336689,0.6910770400552612,0.006480305018454603,0.6933105369561557,0.28230244158550777,0.0022334969008945826,0.2735886396661586
v4b_legacy_025c,15.0,45.0,0.203125,0.5504612580766475,0.015966429200894066,-0.14189561572504256,0.7007903712136926,0.030692907355298952,0.7028373345670732,0.29603596200990095,0.0020469633533806153,0.2632960913012214
v5c0_corrected_v4b_075c,15.0,45.0,0.203125,0.5567121198306613,0.015966429200894066,-0.14189561572504256,0.7007903712136926,0.030692907355298952,0.7028373345670732,0.29603596200990095,0.0020469633533806153,0.2632960913012214
v4b_legacy_025c,15.0,45.0,0.2109375,0.5587732702701826,0.015504932442245928,-0.1390327708497062,0.7057520020107656,0.05423967535038456,0.7076119281278143,0.307660974479506,0.0018599261170486603,0.2515613730120728
v5c0_corrected_v4b_075c,15.0,45.0,0.2109375,0.5645336384808621,0.015504932442245928,-0.1390327708497062,0.7057520020107656,0.05423967535038456,0.7076119281278143,0.307660974479506,0.0018599261170486603,0.2515613730120728
v4b_legacy_025c,15.0,45.0,0.21875,0.5676456999865142,0.015006289583210616,-0.13079663758386362,0.7059209826295569,0.07675697596957,0.7075952508223289,0.3170075105131983,0.0016742681927719438,0.23857626635085638
v5c0_corrected_v4b_075c,15.0,45.0,0.21875,0.5729001127198282,0.015006289583210616,-0.13079663758386362,0.7059209826295569,0.07675697596957,0.7075952508223289,0.3170075105131983,0.0016742681927719438,0.23857626635085638
v4b_legacy_025c,15.0,45.0,0.2265625,0.5615692921210323,0.014471834100894324,-0.13293040191986655,0.7013085349981794,0.09788898085263201,0.7028003005223709,0.32392571164425776,0.0014917655241915018,0.22454496526743425
v5c0_corrected_v4b_075c,15.0,45.0,0.2265625,0.5663106351307652,0.014471834100894324,-0.13293040191986655,0.7013085349981794,0.09788898085263201,0.7028003005223709,0.32392571164425776,0.0014917655241915018,0.22454496526743425
v4b_legacy_025c,15.0,45.0,0.234375,0.5501348413323177,0.013902959453273358,-0.13574003054129158,0.691977457312089,0.11729595830215642,0.693291527409093,0.3282897482453733,0.0013140700970039054,0.209679719846213
v5c0_corrected_v4b_075c,15.0,45.0,0.234375,0.5543640800725171,0.013902959453273358,-0.13574003054129158,0.691977457312089,0.11729595830215642,0.693291527409093,0.3282897482453733,0.0013140700970039054,0.209679719846213
v4b_legacy_025c,15.0,45.0,0.2421875,0.5519663744393293,0.013301114096808725,-0.12044881313835759,0.6780406276008683,0.13466182662554624,0.6791833244672153,0.3300011182371781,0.0011426968663470483,0.1941965947452848
v5c0_corrected_v4b_075c,15.0,45.0,0.2421875,0.5556921023695951,0.013301114096808725,-0.12044881313835759,0.6780406276008683,0.13466182662554624,0.6791833244672153,0.3300011182371781,0.0011426968663470483,0.1941965947452848
v4b_legacy_025c,15.0,45.0,0.25,0.5455731676802412,0.012667796862147954,-0.10900671511892605,0.6596590511424532,0.14970113680886316,0.6606380657504844,0.3289915723794435,0.0009790146080312923,0.17831142096254904
v5c0_corrected_v4b_075c,15.0,45.0,0.25,0.548810995147227,0.012667796862147954,-0.10900671511892605,0.6596590511424532,0.14970113680886316,0.6606380657504844,0.3289915723794435,0.0009790146080312923,0.17831142096254904
v4b_legacy_025c,15.0,45.0,0.2578125,0.5362450652830129,0.012004552704420588,-0.09624879303599493,0.6370390860699707,0.16216496122221186,0.6378633267702305,0.32522520809564126,0.0008242407002597707,0.16223600617316963
v5c0_corrected_v4b_075c,15.0,45.0,0.2578125,0.539016876669933,0.012004552704420588,-0.09624879303599493,0.6370390860699707,0.16216496122221186,0.6378633267702305,0.32522520809564126,0.0008242407002597707,0.16223600617316963
v4b_legacy_025c,15.0,45.0,0.265625,0.4917638111650216,0.011312968838832418,-0.11500489601306554,0.6104293403894723,0.17184596877592354,0.6111087801409105,0.3187000643105705,0.0006794397514382489,0.14617465578320873
v5c0_corrected_v4b_075c,15.0,45.0,0.265625,0.49409692024236235,0.011312968838832418,-0.11500489601306554,0.6104293403894723,0.17184596877592354,0.6111087801409105,0.3187000643105705,0.0006794397514382489,0.14617465578320873
v4b_legacy_025c,15.0,45.0,0.2734375,0.4818151932826039,0.01059467126669131,-0.09505468148475597,0.58011692936302,0.17858227186725564,0.5806624552610006,0.3105173949678676,0.0005455258979806255,0.13138959720263135
v5c0_corrected_v4b_075c,15.0,45.0,0.2734375,0.48375274877080937,0.01059467126669131,-0.09505468148475597,0.58011692936302,0.17858227186725564,0.5806624552610006,0.3105173949678676,0.0005455258979806255,0.13138959720263135
v4b_legacy_025c,15.0,45.0,0.28125,0.45648072330497264,0.009851321691561709,-0.08721450490428756,0.5464235387877244,0.18226034985038306,0.5468468072926814,0.3139209476714126,0.0004232685049569973,0.13123732931607254
v5c0_corrected_v4b_075c,15.0,45.0,0.28125,0.4581968529589637,0.009851321691561709,-0.08721450490428756,0.5464235387877244,0.18226034985038306,0.5468468072926814,0.3139209476714126,0.0004232685049569973,0.13123732931607254
v4b_legacy_025c,15.0,45.0,0.2890625,0.4197998134744817,0.009084614819850947,-0.08772865176825627,0.5097011021722035,0.18281680401174918,0.510014403085385,0.32704900946887366,0.0003133009131814912,0.143918904543943
v5c0_corrected_v4b_075c,15.0,45.0,0.2890625,0.42142056220073976,0.009084614819850947,-0.08772865176825627,0.5097011021722035,0.18281680401174918,0.510014403085385,0.32704900946887366,0.0003133009131814912,0.143918904543943
v4b_legacy_025c,15.0,45.0,0.296875,0.3961996170846091,0.008296276034686688,-0.07232110957325724,0.47032738269767793,0.1802391650559284,0.4705435144877832,0.3421382256983304,0.00021613179010526729,0.16168292885229674
v5c0_corrected_v4b_075c,15.0,45.0,0.296875,0.3977571150825696,0.008296276034686688,-0.07232110957325724,0.47032738269767793,0.1802391650559284,0.4705435144877832,0.3421382256983304,0.00021613179010526729,0.16168292885229674
v4b_legacy_025c,15.0,45.0,0.3046875,0.3640251519561196,0.007488059426364446,-0.06325899513551166,0.42870140243525684,0.17617369788811554,0.42883356099513475,0.35169412971000985,0.00013215855987791514,0.1753882732620164
v5c0_corrected_v4b_075c,15.0,45.0,0.3046875,0.36547062832887095,0.007488059426364446,-0.06325899513551166,0.42870140243525684,0.17617369788811554,0.42883356099513475,0.35169412971000985,0.00013215855987791514,0.1753882732620164
v4b_legacy_025c,15.0,45.0,0.3125,0.3391560244435512,0.0066617461568495495,-0.04514430830673137,0.38523888455930233,0.19920781969929774,0.3853005668708723,0.3491664311024114,6.168231156994386e-05,0.14989692909154373
v5c0_corrected_v4b_075c,15.0,45.0,0.3125,0.34021628204642024,0.0066617461568495495,-0.04514430830673137,0.38523888455930233,0.19920781969929774,0.3853005668708723,0.3491664311024114,6.168231156994386e-05,0.14989692909154373
v4b_legacy_025c,15.0,45.0,0.3203125,0.30153468936095335,0.005819143129745124,-0.03844483935465311,0.3403677544846548,0.23520763413547563,0.3403726780002113,0.3295413449154582,4.923515556531921e-06,0.09432878726442606
v5c0_corrected_v4b_075c,15.0,45.0,0.3203125,0.3020885255908569,0.005819143129745124,-0.03844483935465311,0.3403677544846548,0.23520763413547563,0.3403726780002113,0.3295413449154582,4.923515556531921e-06,0.09432878726442606
v4b_legacy_025c,15.0,45.0,0.328125,0.28501909339286713,0.004962081930742724,-0.00936758004401337,0.2945237267838365,0.25753601694977735,0.2944857646025816,0.2917956486634738,-3.796218125490247e-05,0.03429759389495135
v5c0_corrected_v4b_075c,15.0,45.0,0.328125,0.2851513186825463,0.004962081930742724,-0.00936758004401337,0.2945237267838365,0.25753601694977735,0.2944857646025816,0.2917956486634738,-3.796218125490247e-05,0.03429759389495135
v4b_legacy_025c,15.0,45.0,0.3359375,0.25640665066461077,0.004092417996838033,0.008293636026559872,0.24814605048424784,0.24836723491312712,0.2480791816269824,0.25039833376794157,-6.686885726545078e-05,0.002097967712079901
v5c0_corrected_v4b_075c,15.0,45.0,0.3359375,0.25634836756816703,0.004092417996838033,0.008293636026559872,0.24814605048424784,0.24836723491312712,0.2480791816269824,0.25039833376794157,-6.686885726545078e-05,0.002097967712079901
v4b_legacy_025c,15.0,45.0,0.34375,0.2174730506420333,0.003212029965540426,0.015827008213163248,0.20167346956132534,0.20896159963526117,0.20159174284048645,0.20887987291442225,-8.172672083889276e-05,-2.7755575615628914e-17
v5c0_corrected_v4b_075c,15.0,45.0,0.34375,0.2173913239211944,0.003212029965540426,0.015827008213163248,0.20167346956132534,0.20896159963526117,0.20159174284048645,0.20887987291442225,-8.172672083889276e-05,-2.7755575615628914e-17
v4b_legacy_025c,15.0,45.0,0.3515625,0.20905074944661245,0.0023228191479991544,0.05360662166251256,0.15554037410261953,0.16771186354548595,0.15545788327127066,0.16762937271413705,-8.249083134886925e-05,-2.7755575615628914e-17
v5c0_corrected_v4b_075c,15.0,45.0,0.3515625,0.20896825861526358,0.0023228191479991544,0.05360662166251256,0.15554037410261953,0.16771186354548595,0.15545788327127066,0.16762937271413705,-8.249083134886925e-05,-2.7755575615628914e-17
v4b_legacy_025c,15.0,45.0,0.359375,0.17023808373343524,0.001426709062537105,0.060126523243352166,0.11017319609557286,0.12709847592622459,0.11010406316593825,0.12702934299658997,-6.913292963460493e-05,-1.3877787807814457e-17
v5c0_corrected_v4b_075c,15.0,45.0,0.359375,0.17016895080380065,0.001426709062537105,0.060126523243352166,0.11017319609557286,0.12709847592622459,0.11010406316593825,0.12702934299658997,-6.913292963460493e-05,-1.3877787807814457e-17
v4b_legacy_025c,15.0,45.0,0.3671875,0.14415690183868976,0.000525644957724657,0.07819965743825846,0.06598704448971061,0.08749427324324431,0.06594540737535805,0.08745263612889176,-4.163711435256623e-05,1.3877787807814457e-17
v5c0_corrected_v4b_075c,15.0,45.0,0.3671875,0.1441152647243372,0.000525644957724657,0.07819965743825846,0.06598704448971061,0.08749427324324431,0.06594540737535805,0.08745263612889176,-4.163711435256623e-05,1.3877787807814457e-17
v4b_legacy_025c,15.0,45.0,0.375,0.09990748621269967,0.000378406752875306,0.07654408687527606,0.02338257210034487,0.04925958505167047,0.02338257210034487,0.04925958505167047,0.0,0.0
v5c0_corrected_v4b_075c,15.0,45.0,0.375,0.09990748621269967,0.000378406752875306,0.07654408687527606,0.02338257210034487,0.04925958505167047,0.02338257210034487,0.04925958505167047,0.0,0.0
v4b_legacy_025c,15.0,45.0,0.3828125,0.04824822516932786,0.0012834592284265913,0.06555077280180617,-0.017256915175710562,0.012739586982311483,-0.017201151015163223,0.01279535114285882,5.5764160547339126e-05,-1.734723475976807e-18
