figure,case_id,quantity,sample_index,phase,coefficient,std,lower,upper,x_pdf,y_centre_pdf
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,56,0.923581592700175,0.04987149979077325,0.0024401055414295923,0.04743139424934366,0.052311605332202846,478.48028564453125,360.85113525390625
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,57,0.9400725177249921,0.05050262438124227,0.0035209120363074477,0.046981712344934826,0.054023536417549714,481.1930236816406,360.33831787109375
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,58,0.9565656689718147,0.050826825015908364,0.005049560093715225,0.04577726492219314,0.05587638510962359,483.9061279296875,360.07489013671875
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,59,0.9730586347001369,0.05092665417333912,0.006504970055942412,0.04442168411739671,0.05743162422928153,486.61920166015625,359.9937744140625
9,fig09_pitch_leading_u6_f0p79_theta_m4_p8,CD,60,0.9895517859469595,0.05087931231745445,0.007656441923170154,0.043222870394284296,0.0585357542406246,489.3323059082031,360.03224182128906
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,0,2.4340033400984433e-10,-0.014209355108113386,0.28665053144978514,-0.3008598865578985,0.27244117634167175,111.80519104003906,217.10082244873047
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,1,0.016796800427492643,-0.05321095152651745,0.2898937368157408,-0.34310468834225827,0.23668278528922337,114.56824493408203,219.9177703857422
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,2,0.03359471372268924,-0.09432739713333305,0.29024527860181715,-0.3845726757351502,0.1959178814684841,117.33148193359375,222.88746643066406
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,3,0.0503915602864109,-0.13582443320145665,0.2884741544650559,-0.42429858766651257,0.15264972126359927,120.09454345703125,225.88465118408203
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,4,0.06718673718347612,-0.1759019925504416,0.2861125499844947,-0.4620145425349363,0.11021055743405311,122.85733032226562,228.77931213378906
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,5,0.08398395478423254,-0.2127703598913785,0.2851652462773035,-0.497935606168682,0.072394886385925,125.62045288085938,231.4421844482422
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,6,0.10078117238498896,-0.24471333949158047,0.2876315316202451,-0.5323448711118255,0.0429181921286646,128.38357543945312,233.7493133544922
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,7,0.11757848274500406,-0.27018057714604715,0.294888947008578,-0.5650695241546251,0.024708369862530832,131.14671325683594,235.5887222290039
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,8,0.1343757003457605,-0.2878425942130848,0.3071929095212484,-0.5950355037343331,0.019350315308163613,133.9098358154297,236.86438751220703
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,9,0.1511730107057756,-0.2966564904361034,0.3235374899428703,-0.6201939803789738,0.026880999506766867,136.6729736328125,237.50098419189453
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,10,0.167970228306532,-0.295911471140071,0.3419939618696074,-0.6379054330096784,0.04608249072953641,139.43609619140625,237.44717407226562
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,11,0.18476521968507983,-0.28525303685561465,0.3601775875122594,-0.645430624367874,0.07492455065664477,142.1988525390625,236.67735290527344
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,12,0.20156243728583625,-0.2647240739905311,0.37570088266142243,-0.6404249566519535,0.11097680867089132,144.96197509765625,235.19461822509766
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,13,0.21835974764585137,-0.23473527799682292,0.3864613570196016,-0.6211966350164245,0.15172607902277868,147.72511291503906,233.02863311767578
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,14,0.23515696524660779,-0.1960767728407914,0.39078749699819376,-0.5868642698389852,0.19471072415740237,150.4882354736328,230.23646545410156
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,15,0.2519542756066229,-0.1498830413296659,0.3875786218847846,-0.5374616632144504,0.2376955805551187,153.25137329101562,226.90005493164062
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,16,0.2687514932073793,-0.09757588407660367,0.37634058730579684,-0.4739164713824005,0.27876470322919317,156.01449584960938,223.1220932006836
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,17,0.2855487108081357,-0.040834103246902176,0.3573041981898894,-0.3981383014367916,0.3164700949429872,158.77761840820312,219.02383422851562
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,18,0.30234592840889213,0.018508009357991684,0.33154277667898574,-0.31303476732099406,0.3500507860369774,161.54074096679688,214.73776245117188
10,fig10_pitch_leading_u6_f1p23_theta_m10_p2,CL,19,0.31914091978743997,0.07849046039653773,0.301205185319405,-0.22271472492286726,0.3796956457159427,164.30349731445312,210.4054412841797
