case_id,model,phase,CL,CD,persistence,ldvm_delta_CL,ldvm_delta_CD,ldvm_shedding
W1,fluxv_old_filtered,0.765625,-0.3719251576843514,-0.1492507538520996,,,,
W1,fluxv_old_filtered,0.7734375,-0.37671542849611317,-0.15123744846667853,,,,
W1,fluxv_old_filtered,0.78125,-0.37849351680554755,-0.1516710987226513,,,,
W1,fluxv_old_filtered,0.7890625,-0.3773279739754003,-0.1505747724940263,,,,
W1,fluxv_old_filtered,0.796875,-0.3733021791365938,-0.14799627114037986,,,,
W1,fluxv_old_filtered,0.8046875,-0.3665114806818285,-0.14400609107131607,,,,
W1,fluxv_old_filtered,0.8125,-0.3570602088552536,-0.13869495180729297,,,,
W1,fluxv_old_filtered,0.8203125,-0.3450586776700466,-0.1321710076196458,,,,
W1,fluxv_old_filtered,0.828125,-0.3306202867291964,-0.1245568667229556,,,,
W1,fluxv_old_filtered,0.8359375,-0.3138588201804354,-0.11598654199354336,,,,
W1,fluxv_old_filtered,0.84375,-0.29488602238344586,-0.10660245060803544,,,,
W1,fluxv_old_filtered,0.8515625,-0.27380950953499816,-0.09655256755565034,,,,
W1,fluxv_old_filtered,0.859375,-0.2507310552003237,-0.08598782074386041,,,,
W1,fluxv_old_filtered,0.8671875,-0.22574526707368536,-0.07505979471549606,,,,
W1,fluxv_old_filtered,0.875,-0.19893865374981978,-0.06391878730851686,,,,
W1,fluxv_old_filtered,0.8828125,-0.17038906490299865,-0.05271224044500181,,,,
W1,fluxv_old_filtered,0.890625,-0.14016547670182078,-0.041583544095639025,,,,
W1,fluxv_old_filtered,0.8984375,-0.10832808675866201,-0.03067119262584772,,,,
W1,fluxv_old_filtered,0.90625,-0.07492867923325397,-0.020108256234178556,,,,
W1,fluxv_old_filtered,0.9140625,-0.040011220344213005,-0.01002211777392975,,,,
W1,fluxv_old_filtered,0.921875,-0.0036126467075989765,-0.0005344172873001374,,,,
W1,fluxv_old_filtered,0.9296875,0.03423618729332689,0.008238856895308594,,,,
W1,fluxv_old_filtered,0.9375,0.07350943241480512,0.01618719093693316,,,,
W1,fluxv_old_filtered,0.9453125,0.1141850626626203,0.023205338316329163,,,,
W1,fluxv_old_filtered,0.953125,0.15624360987539054,0.029193131788961088,,,,
W1,fluxv_old_filtered,0.9609375,0.199666833485732,0.03405535469062719,,,,
W1,fluxv_old_filtered,0.96875,0.24443634279368864,0.03770170204473336,,,,
W1,fluxv_old_filtered,0.9765625,0.2905321887727105,0.04004685227584259,,,,
W1,fluxv_old_filtered,0.984375,0.3379314428448754,0.0410106615578084,,,,
W1,fluxv_old_filtered,0.9921875,0.386606780776121,0.04051848553242116,,,,
W1,fluxv_v4b,0.0,0.49393112126785826,0.04389693808547887,0.7657877942658415,0.24551293028029408,0.02310105612618349,1.0
W1,fluxv_v4b,0.0078125,0.5125310550107269,0.03661421718293825,0.7654441022077009,0.10654866180328719,0.007389843878401014,1.0
W1,fluxv_v4b,0.015625,0.5662506605255128,0.0325327066026648,0.7651130364831555,0.11234107320156417,0.012306258885268472,1.0
W1,fluxv_v4b,0.0234375,0.6195721734375814,0.026675805743485055,0.7647949419236126,0.11187704985172758,0.01685108502879671,1.0
W1,fluxv_v4b,0.03125,0.68250016230841,0.02001897266494922,0.7644901564938964,0.14785836614661013,0.025318553539219475,1.0
W1,fluxv_v4b,0.0390625,0.748370510515385,0.011697466979547532,0.7641990097731421,0.1922409204423273,0.03415028510769312,1.0
W1,fluxv_v4b,0.046875,0.8108340222836927,0.0011798736106522836,0.7639218214530916,0.21851540918498047,0.04117179889691115,1.0
W1,fluxv_v4b,0.0546875,0.9883085250718491,-0.004026528386562558,0.7636588998596241,0.728247129807898,0.07817805728724164,1.0
W1,fluxv_v4b,0.0625,0.9316160282891388,-0.025548608274217267,0.76341054050346,0.24454431622484404,0.0536304016408635,1.0
W1,fluxv_v4b,0.0703125,0.9117873190455181,-0.04479790168142443,0.7631770246660466,-0.08454603619930513,0.04611164859418966,1.0
W1,fluxv_v4b,0.078125,1.050704115903667,-0.0591134798376517,0.7629586180266563,0.2552662301435217,0.06663031826052279,1.0
W1,fluxv_v4b,0.0859375,1.0963526542652975,-0.07821771319360299,0.7627555693367072,0.20123510291022537,0.07247346050955503,1.0
W1,fluxv_v4b,0.09375,1.0822497984981183,-0.09442563451138454,0.7625681091472541,-0.0959050466730417,0.07700312375492309,1.0
W1,fluxv_v4b,0.1015625,1.1579442329405096,-0.10469620283778253,0.7623964485954771,-0.003819266402975665,0.08849716685610214,1.0
W1,fluxv_v4b,0.109375,1.1787121163878749,-0.1113663333585483,0.762240778255839,-0.13278647153342624,0.10010733481524914,1.0
W1,fluxv_v4b,0.1171875,1.3427299866344582,-0.11702986790958105,0.7621012670613707,0.34936334509955547,0.1052083330802202,1.0
W1,fluxv_v4b,0.125,1.4638446864747383,-0.12224959683801166,0.7619780613002849,0.6579660536643075,0.10668163957447582,1.0
W1,fluxv_v4b,0.1328125,1.4213141495489572,-0.12357480061487988,0.7618712836928185,0.28456726000511295,0.12480302949740824,1.0
W1,fluxv_v4b,0.140625,1.1087828163739537,-0.1146370606743034,0.7617810325528536,-1.2181237181128706,0.19213711520152602,1.0
