paper,scope,case_id,view,model_id,observable,n,aggregation,mae,rmse,bias,max_abs_error,reference_model,rmse_improvement_pct
baik2012,case_phase_history,W1,filtered_1hz,fluxv_v4b,CL,400,phase_equal,0.39877515485467724,0.5156649730771129,-0.26702298626385274,1.0045387957388043,,
baik2012,case_phase_history,W2,filtered_1hz,fluxv_v4b,CL,400,phase_equal,0.8966912863805693,1.0323056437701223,-0.874928908668316,1.8988729721723223,,
baik2012,case_phase_history,W3,filtered_1hz,fluxv_v4b,CL,400,phase_equal,0.3486287525010631,0.3743187762452229,-0.3486287525010631,0.596652064603066,,
baik2012,case_phase_history,W4,filtered_1hz,fluxv_v4b,CL,400,phase_equal,0.5513585353101536,0.7078780735787529,-0.32766761845953213,1.4751097735853307,,
baik2012,case_phase_history,W1,filtered_1hz,fluxv_v5a,CL,400,phase_equal,0.40116907465854895,0.5429040970670653,-0.3172618139460371,1.1601187592338806,,
baik2012,case_phase_history,W2,filtered_1hz,fluxv_v5a,CL,400,phase_equal,1.0177780615180345,1.2775155643708722,-0.9897629463358415,2.3674100337137465,,
baik2012,case_phase_history,W3,filtered_1hz,fluxv_v5a,CL,400,phase_equal,0.4549147259927478,0.5132371842354082,-0.40183699717069915,0.8394678711370902,,
baik2012,case_phase_history,W4,filtered_1hz,fluxv_v5a,CL,400,phase_equal,0.6203957942918342,0.8729391189334639,-0.4028244345585451,2.1882717817005264,,
baik2012,case_phase_history,W1,filtered_1hz,theodorsen,CL,400,phase_equal,0.4177775908908681,0.5278133783638072,-0.1689072217573263,0.9683559718953805,,
baik2012,case_phase_history,W2,filtered_1hz,theodorsen,CL,400,phase_equal,1.3624943291365725,1.5419580587312278,-1.3167035275660033,2.7577939509172547,,
baik2012,case_phase_history,W3,filtered_1hz,theodorsen,CL,400,phase_equal,0.2898169725648085,0.3652318714757093,-0.25218359568861076,0.7284724632588677,,
baik2012,case_phase_history,W4,filtered_1hz,theodorsen,CL,400,phase_equal,0.5916671561698146,0.8474945440524677,-0.49058793025740377,1.7988794428600001,,
baik2012,macro_4_cases,all,filtered_1hz,fluxv_old,CL,1600,mean_of_four_case_metrics,0.5932040240622711,0.69484037203046,-0.4943512241495659,2.0053574835706307,fluxv_old,0.0
baik2012,macro_4_cases,all,filtered_1hz,fluxv_v4b,CL,1600,mean_of_four_case_metrics,0.5488634322616158,0.6575418666678028,-0.45456206647319103,1.8988729721723223,fluxv_old,5.3679243268009404
baik2012,macro_4_cases,all,filtered_1hz,fluxv_v5a,CL,1600,mean_of_four_case_metrics,0.6235644141152914,0.8016489911517024,-0.5279215480027807,2.3674100337137465,fluxv_old,-15.37167721114515
baik2012,macro_4_cases,all,filtered_1hz,theodorsen,CL,1600,mean_of_four_case_metrics,0.6654390121905159,0.8206244631558031,-0.557095568817336,2.7577939509172547,fluxv_old,-18.10258818982801
baik2012,case_phase_history,W1,filtered_1hz,fluxv_old,CD,400,phase_equal,0.2122741940391791,0.22984196626839143,-0.2122741940391791,0.35165694581570345,,
baik2012,case_phase_history,W2,filtered_1hz,fluxv_old,CD,400,phase_equal,0.6191280958503704,0.7890522113169248,-0.5612989171635521,1.653279507873988,,
baik2012,case_phase_history,W3,filtered_1hz,fluxv_old,CD,400,phase_equal,0.32184582743726525,0.3309651983122779,-0.32184582743726525,0.43416557559231717,,
baik2012,case_phase_history,W4,filtered_1hz,fluxv_old,CD,400,phase_equal,0.2624681223887161,0.27924869571819533,-0.2369871828326396,0.45699770097254494,,
baik2012,case_phase_history,W1,filtered_1hz,fluxv_v4b,CD,400,phase_equal,0.14083148669886167,0.16090663539311115,-0.14083148669886167,0.3061832787017753,,
baik2012,case_phase_history,W2,filtered_1hz,fluxv_v4b,CD,400,phase_equal,0.6044957840698144,0.725677862528139,-0.408443298937531,1.4825057841333869,,
baik2012,case_phase_history,W3,filtered_1hz,fluxv_v4b,CD,400,phase_equal,0.240645869061019,0.2625914511712678,-0.240645869061019,0.39858738740329275,,
baik2012,case_phase_history,W4,filtered_1hz,fluxv_v4b,CD,400,phase_equal,0.20505497143270648,0.2314337267583123,-0.1408810786126834,0.4124942915390929,,
baik2012,case_phase_history,W1,filtered_1hz,fluxv_v5a,CD,400,phase_equal,0.18153650122479387,0.20763908083438026,-0.15180254514694316,0.39279847693337344,,
baik2012,case_phase_history,W2,filtered_1hz,fluxv_v5a,CD,400,phase_equal,0.6613285162358273,0.789443873792586,-0.48473091060953116,1.6996160050113942,,
baik2012,case_phase_history,W3,filtered_1hz,fluxv_v5a,CD,400,phase_equal,0.272260356326915,0.3049613049324458,-0.2636555982366544,0.4714353744726235,,
baik2012,case_phase_history,W4,filtered_1hz,fluxv_v5a,CD,400,phase_equal,0.2862376564640444,0.3155919948116236,-0.14094213784878876,0.5151496156809465,,
baik2012,macro_4_cases,all,filtered_1hz,fluxv_old,CD,1600,mean_of_four_case_metrics,0.3539290599288827,0.4072770179039473,-0.333101530368159,1.653279507873988,fluxv_old,0.0
baik2012,macro_4_cases,all,filtered_1hz,fluxv_v4b,CD,1600,mean_of_four_case_metrics,0.29775702781560043,0.34515241896270754,-0.23270043332752377,1.4825057841333869,fluxv_old,15.25364707809055
baik2012,macro_4_cases,all,filtered_1hz,fluxv_v5a,CD,1600,mean_of_four_case_metrics,0.3503407575628952,0.40440906359275886,-0.2602827979604794,1.6996160050113942,fluxv_old,0.7041777918008748
baik2012,case_phase_history,W1,raw_numeric_diagnostic,fluxv_old,CL,400,phase_equal,0.42258528504360926,0.5332285830237422,-0.2928437214300751,1.0153269614947518,,
baik2012,case_phase_history,W2,raw_numeric_diagnostic,fluxv_old,CL,400,phase_equal,0.944896338653482,1.0789472959879427,-0.9287585189046819,2.009758544147929,,
baik2012,case_phase_history,W3,raw_numeric_diagnostic,fluxv_old,CL,400,phase_equal,0.3698746196971088,0.38651826646127474,-0.3698746196971088,0.6112577517631712,,
baik2012,case_phase_history,W4,raw_numeric_diagnostic,fluxv_old,CL,400,phase_equal,0.6373695943239747,0.7812440108032124,-0.38592818912720134,1.4578828469422787,,
baik2012,case_phase_history,W1,raw_numeric_diagnostic,fluxv_v4b,CL,400,phase_equal,0.3979855922607571,0.5182419224630304,-0.2670037717877768,1.088608410390078,,
baik2012,case_phase_history,W2,raw_numeric_diagnostic,fluxv_v4b,CL,400,phase_equal,0.9001001049180286,1.03589735436152,-0.8749154621657117,1.8837770200494903,,
baik2012,case_phase_history,W3,raw_numeric_diagnostic,fluxv_v4b,CL,400,phase_equal,0.34863715766574344,0.37708029197335435,-0.34863715766574344,0.6757690080069242,,
baik2012,case_phase_history,W4,raw_numeric_diagnostic,fluxv_v4b,CL,400,phase_equal,0.5522187646976295,0.7120346033291168,-0.3276462749711031,1.5998786353400796,,
baik2012,case_phase_history,W1,raw_numeric_diagnostic,fluxv_v5a,CL,400,phase_equal,0.4101883863380516,0.5868874252784615,-0.31718427795586335,1.8874405531349217,,
baik2012,case_phase_history,W2,raw_numeric_diagnostic,fluxv_v5a,CL,400,phase_equal,1.09306601285608,1.3270125721550883,-0.9897020883458274,2.8852780504653452,,
baik2012,case_phase_history,W3,raw_numeric_diagnostic,fluxv_v5a,CL,400,phase_equal,0.47884441250756865,0.550585839455606,-0.4018732846377868,1.1968245973265588,,
baik2012,case_phase_history,W4,raw_numeric_diagnostic,fluxv_v5a,CL,400,phase_equal,0.6534251987005572,0.9352618540330585,-0.4027235896579039,3.2261446382982144,,
baik2012,macro_4_cases,all,raw_numeric_diagnostic,fluxv_old,CL,1600,mean_of_four_case_metrics,0.5936814594295436,0.694984539069043,-0.4943512622897667,2.009758544147929,fluxv_old,0.0
baik2012,macro_4_cases,all,raw_numeric_diagnostic,fluxv_v4b,CL,1600,mean_of_four_case_metrics,0.5497354048855396,0.6608135430317554,-0.45455066664758376,1.8837770200494903,fluxv_old,4.916799456152055
baik2012,macro_4_cases,all,raw_numeric_diagnostic,fluxv_v5a,CL,1600,mean_of_four_case_metrics,0.6588810026005644,0.8499369227305537,-0.5278708101493453,3.2261446382982144,fluxv_old,-22.29580299283708
baik2012,case_phase_history,W1,raw_numeric_diagnostic,fluxv_old,CD,400,phase_equal,0.2122741944901919,0.22984198379389734,-0.2122741944901919,0.3516563413868341,,
baik2012,case_phase_history,W2,raw_numeric_diagnostic,fluxv_old,CD,400,phase_equal,0.6198984380758502,0.7828095193434259,-0.5612989232817861,1.5999090681750923,,
baik2012,case_phase_history,W3,raw_numeric_diagnostic,fluxv_old,CD,400,phase_equal,0.3218458296565487,0.3308441915765789,-0.3218458296565487,0.4374485240127156,,
baik2012,case_phase_history,W4,raw_numeric_diagnostic,fluxv_old,CD,400,phase_equal,0.26245593137631235,0.27923771046148665,-0.2369871837941122,0.4578448330806799,,
baik2012,case_phase_history,W1,raw_numeric_diagnostic,fluxv_v4b,CD,400,phase_equal,0.14083207423328614,0.1610374287885482,-0.14083207423328614,0.30363498506800213,,
baik2012,case_phase_history,W2,raw_numeric_diagnostic,fluxv_v4b,CD,400,phase_equal,0.6030134206974381,0.7230497193031789,-0.40843173433082564,1.4696587344656855,,
baik2012,case_phase_history,W3,raw_numeric_diagnostic,fluxv_v4b,CD,400,phase_equal,0.24064510618231297,0.26310623403983824,-0.24064510618231297,0.4263447450805407,,
baik2012,case_phase_history,W4,raw_numeric_diagnostic,fluxv_v4b,CD,400,phase_equal,0.20705079062966955,0.23375521937329088,-0.14088776250400747,0.4207195421610774,,
baik2012,case_phase_history,W1,raw_numeric_diagnostic,fluxv_v5a,CD,400,phase_equal,0.1812083832074714,0.20884946043954722,-0.15180574955594267,0.40421931898830554,,
baik2012,case_phase_history,W2,raw_numeric_diagnostic,fluxv_v5a,CD,400,phase_equal,0.6665367692142746,0.8054441103012817,-0.48467881736809404,1.7070640976647047,,
baik2012,case_phase_history,W3,raw_numeric_diagnostic,fluxv_v5a,CD,400,phase_equal,0.2707197129778225,0.30854119616677544,-0.2636528498562889,0.6093676822544329,,
baik2012,case_phase_history,W4,raw_numeric_diagnostic,fluxv_v5a,CD,400,phase_equal,0.30077123876681744,0.3472950897956655,-0.1409734990167909,1.35094962920123,,
baik2012,macro_4_cases,all,raw_numeric_diagnostic,fluxv_old,CD,1600,mean_of_four_case_metrics,0.3541185983997258,0.40568335129384725,-0.33310153280565974,1.5999090681750923,fluxv_old,0.0
baik2012,macro_4_cases,all,raw_numeric_diagnostic,fluxv_v4b,CD,1600,mean_of_four_case_metrics,0.29788534793567667,0.345237150376214,-0.23269916931260803,1.4696587344656855,fluxv_old,14.899847559642756
baik2012,macro_4_cases,all,raw_numeric_diagnostic,fluxv_v5a,CD,1600,mean_of_four_case_metrics,0.3548090260415965,0.41753246417581746,-0.26027772894927914,1.7070640976647047,fluxv_old,-2.9207786920956456
