model,theta_max_deg,phase_offset_deg,phase,CT
v4b_legacy_025c,15.0,105.0,0.0390625,0.007415327757003594
v5c0_corrected_v4b_075c,15.0,105.0,0.0390625,0.007099924374953057
v4b_legacy_025c,15.0,105.0,0.046875,0.023464368261096796
v5c0_corrected_v4b_075c,15.0,105.0,0.046875,0.02318197845356161
v4b_legacy_025c,15.0,105.0,0.0546875,0.04099081892458088
v5c0_corrected_v4b_075c,15.0,105.0,0.0546875,0.040737881924033006
v4b_legacy_025c,15.0,105.0,0.0625,0.0598315238860494
v5c0_corrected_v4b_075c,15.0,105.0,0.0625,0.05960445568465845
v4b_legacy_025c,15.0,105.0,0.0703125,0.07981721848986044
v5c0_corrected_v4b_075c,15.0,105.0,0.0703125,0.07961256520665062
v4b_legacy_025c,15.0,105.0,0.078125,0.10077360361127076
v5c0_corrected_v4b_075c,15.0,105.0,0.078125,0.10058817289503971
v4b_legacy_025c,15.0,105.0,0.0859375,0.12252235385870126
v5c0_corrected_v4b_075c,15.0,105.0,0.0859375,0.12235331982336453
v4b_legacy_025c,15.0,105.0,0.09375,0.14488190588167713
v5c0_corrected_v4b_075c,15.0,105.0,0.09375,0.14472688475111772
v4b_legacy_025c,15.0,105.0,0.1015625,0.16766810828046838
v5c0_corrected_v4b_075c,15.0,105.0,0.1015625,0.16752520354712566
v4b_legacy_025c,15.0,105.0,0.109375,0.19069471422493903
v5c0_corrected_v4b_075c,15.0,105.0,0.109375,0.1905625316147205
v4b_legacy_025c,15.0,105.0,0.1171875,0.2137731425149548
v5c0_corrected_v4b_075c,15.0,105.0,0.1171875,0.21365077634315355
v4b_legacy_025c,15.0,105.0,0.125,0.23671356657937254
v5c0_corrected_v4b_075c,15.0,105.0,0.125,0.23660056014656117
v4b_legacy_025c,15.0,105.0,0.1328125,0.25932713877657626
v5c0_corrected_v4b_075c,15.0,105.0,0.1328125,0.2592234222798398
v4b_legacy_025c,15.0,105.0,0.140625,0.2814250960911344
v5c0_corrected_v4b_075c,15.0,105.0,0.140625,0.28133142772159986
v4b_legacy_025c,15.0,105.0,0.1484375,0.3028013561553644
v5c0_corrected_v4b_075c,15.0,105.0,0.1484375,0.30273786698427785
v4b_legacy_025c,15.0,105.0,0.15625,0.32326763995707214
v5c0_corrected_v4b_075c,15.0,105.0,0.15625,0.3232581822541073
v4b_legacy_025c,15.0,105.0,0.1640625,0.3426508955444139
v5c0_corrected_v4b_075c,15.0,105.0,0.1640625,0.34271102732738584
v4b_legacy_025c,15.0,105.0,0.171875,0.3607821455686139
v5c0_corrected_v4b_075c,15.0,105.0,0.171875,0.3609194755296256
v4b_legacy_025c,15.0,105.0,0.1796875,0.37749746876730894
v5c0_corrected_v4b_075c,15.0,105.0,0.1796875,0.37771237591082485
v4b_legacy_025c,15.0,105.0,0.1875,0.3926392837325582
v5c0_corrected_v4b_075c,15.0,105.0,0.1875,0.39290942959034203
v4b_legacy_025c,15.0,105.0,0.1953125,0.40605785836735037
v5c0_corrected_v4b_075c,15.0,105.0,0.1953125,0.4062948867481889
v4b_legacy_025c,15.0,105.0,0.203125,0.4176130247821151
v5c0_corrected_v4b_075c,15.0,105.0,0.203125,0.4177320219010348
v4b_legacy_025c,15.0,105.0,0.2109375,0.4271760379414745
v5c0_corrected_v4b_075c,15.0,105.0,0.2109375,0.4271061847460899
v4b_legacy_025c,15.0,105.0,0.21875,0.434631509007399
v5c0_corrected_v4b_075c,15.0,105.0,0.21875,0.43431807514302895
v4b_legacy_025c,15.0,105.0,0.2265625,0.4398793855224928
v5c0_corrected_v4b_075c,15.0,105.0,0.2265625,0.4392845706753268
v4b_legacy_025c,15.0,105.0,0.234375,0.44283690888982113
v5c0_corrected_v4b_075c,15.0,105.0,0.234375,0.4419397649151197
v4b_legacy_025c,15.0,105.0,0.2421875,0.443440511415215
v5c0_corrected_v4b_075c,15.0,105.0,0.2421875,0.4422361930958318
v4b_legacy_025c,15.0,105.0,0.25,0.44164759845357
v5c0_corrected_v4b_075c,15.0,105.0,0.25,0.44014618533811256
v4b_legacy_025c,15.0,105.0,0.2578125,0.43743818126833495
v5c0_corrected_v4b_075c,15.0,105.0,0.2578125,0.4356632899978516
v4b_legacy_025c,15.0,105.0,0.265625,0.43081630124778897
v5c0_corrected_v4b_075c,15.0,105.0,0.265625,0.42880366791533847
v4b_legacy_025c,15.0,105.0,0.2734375,0.42181122011879
v5c0_corrected_v4b_075c,15.0,105.0,0.2734375,0.41960737578664004
v4b_legacy_025c,15.0,105.0,0.28125,0.41047835690420725
v5c0_corrected_v4b_075c,15.0,105.0,0.28125,0.40813944729508994
v4b_legacy_025c,15.0,105.0,0.2890625,0.39689992273174335
v5c0_corrected_v4b_075c,15.0,105.0,0.2890625,0.39449063811373947
v4b_legacy_025c,15.0,105.0,0.296875,0.3811918812840708
v5c0_corrected_v4b_075c,15.0,105.0,0.296875,0.3787777368190673
v4b_legacy_025c,15.0,105.0,0.3046875,0.3635186957967895
v5c0_corrected_v4b_075c,15.0,105.0,0.3046875,0.3611433388456646
v4b_legacy_025c,15.0,105.0,0.3125,0.34405232915708883
v5c0_corrected_v4b_075c,15.0,105.0,0.3125,0.34175498524633413
v4b_legacy_025c,15.0,105.0,0.3203125,0.3229867899410383
v5c0_corrected_v4b_075c,15.0,105.0,0.3203125,0.32080364430699837
v4b_legacy_025c,15.0,105.0,0.328125,0.30053827638424696
v5c0_corrected_v4b_075c,15.0,105.0,0.328125,0.2985014778311063
v4b_legacy_025c,15.0,105.0,0.3359375,0.27694268578831716
v5c0_corrected_v4b_075c,15.0,105.0,0.3359375,0.2750789959646516
v4b_legacy_025c,15.0,105.0,0.34375,0.2524526591834773
v5c0_corrected_v4b_075c,15.0,105.0,0.34375,0.2507816851774035
v4b_legacy_025c,15.0,105.0,0.3515625,0.22733422905821996
v5c0_corrected_v4b_075c,15.0,105.0,0.3515625,0.22586631389293288
v4b_legacy_025c,15.0,105.0,0.359375,0.20186312202301576
v5c0_corrected_v4b_075c,15.0,105.0,0.359375,0.20059713951059838
v4b_legacy_025c,15.0,105.0,0.3671875,0.17632079397837552
v5c0_corrected_v4b_075c,15.0,105.0,0.3671875,0.1752422731639576
v4b_legacy_025c,15.0,105.0,0.375,0.15099028935980613
v5c0_corrected_v4b_075c,15.0,105.0,0.375,0.1500704379494774
v4b_legacy_025c,15.0,105.0,0.3828125,0.1261520182463404
v5c0_corrected_v4b_075c,15.0,105.0,0.3828125,0.12534827418457825
v4b_legacy_025c,15.0,105.0,0.390625,0.10207955507684462
v5c0_corrected_v4b_075c,15.0,105.0,0.390625,0.1013382222305715
v4b_legacy_025c,15.0,105.0,0.3984375,0.07903556558312494
v5c0_corrected_v4b_075c,15.0,105.0,0.3984375,0.07829684917156407
v4b_legacy_025c,15.0,105.0,0.40625,0.05726796518739114
v5c0_corrected_v4b_075c,15.0,105.0,0.40625,0.05650519764970858
v4b_legacy_025c,15.0,105.0,0.4140625,0.03700640632875677
v5c0_corrected_v4b_075c,15.0,105.0,0.4140625,0.03622697412916116
v4b_legacy_025c,15.0,105.0,0.421875,0.018459185029010367
v5c0_corrected_v4b_075c,15.0,105.0,0.421875,0.017670817440406668
v4b_legacy_025c,15.0,105.0,0.4296875,0.0018106414541793948
v5c0_corrected_v4b_075c,15.0,105.0,0.4296875,0.0010212045610183476
v4b_legacy_025c,15.0,105.0,0.4375,-0.012780888932509761
v5c0_corrected_v4b_075c,15.0,105.0,0.4375,-0.013563606915596127
v4b_legacy_025c,15.0,105.0,0.4453125,-0.025184541113853647
v5c0_corrected_v4b_075c,15.0,105.0,0.4453125,-0.02595304488441484
v4b_legacy_025c,15.0,105.0,0.453125,-0.03529778314810269
v5c0_corrected_v4b_075c,15.0,105.0,0.453125,-0.036045076804899275
v4b_legacy_025c,15.0,105.0,0.4609375,-0.043046681938800686
v5c0_corrected_v4b_075c,15.0,105.0,0.4609375,-0.04376645788149242
v4b_legacy_025c,15.0,105.0,0.46875,-0.04838560585729577
v5c0_corrected_v4b_075c,15.0,105.0,0.46875,-0.04907240748555811
v4b_legacy_025c,15.0,105.0,0.4765625,-0.05128377128790495
v5c0_corrected_v4b_075c,15.0,105.0,0.4765625,-0.05193312189557255
v4b_legacy_025c,15.0,105.0,0.484375,-0.0517287354083129
v5c0_corrected_v4b_075c,15.0,105.0,0.484375,-0.05233722723818062
v4b_legacy_025c,15.0,105.0,0.4921875,-0.04978958297112402
v5c0_corrected_v4b_075c,15.0,105.0,0.4921875,-0.05035492244921407
v4b_legacy_025c,15.0,105.0,0.5,-0.04552301804031044
v5c0_corrected_v4b_075c,15.0,105.0,0.5,-0.04604402560582321
v4b_legacy_025c,15.0,105.0,0.5078125,-0.039006195672483104
v5c0_corrected_v4b_075c,15.0,105.0,0.5078125,-0.03948276117587706
v4b_legacy_025c,15.0,105.0,0.515625,-0.030334518876402837
v5c0_corrected_v4b_075c,15.0,105.0,0.515625,-0.030767516022242935
v4b_legacy_025c,15.0,105.0,0.5234375,-0.019619437547393058
v5c0_corrected_v4b_075c,15.0,105.0,0.5234375,-0.020010603101106056
v4b_legacy_025c,15.0,105.0,0.53125,-0.006986320780572374
v5c0_corrected_v4b_075c,15.0,105.0,0.53125,-0.007338106057672894
v4b_legacy_025c,15.0,105.0,0.5390625,0.007427518993421425
v5c0_corrected_v4b_075c,15.0,105.0,0.5390625,0.007112115611370844
v4b_legacy_025c,15.0,105.0,0.546875,0.02347465725965094
v5c0_corrected_v4b_075c,15.0,105.0,0.546875,0.02319226745211576
v4b_legacy_025c,15.0,105.0,0.5546875,0.040999134188378035
v5c0_corrected_v4b_075c,15.0,105.0,0.5546875,0.04074619718783016
v4b_legacy_025c,15.0,105.0,0.5625,0.059837811257492185
v5c0_corrected_v4b_075c,15.0,105.0,0.5625,0.059610743056101215
v4b_legacy_025c,15.0,105.0,0.5703125,0.07982144100633386
v5c0_corrected_v4b_075c,15.0,105.0,0.5703125,0.07961678772312404
v4b_legacy_025c,15.0,105.0,0.578125,0.10077574126383712
v5c0_corrected_v4b_075c,15.0,105.0,0.578125,0.10059031054760607
v4b_legacy_025c,15.0,105.0,0.5859375,0.12252240327019533
v5c0_corrected_v4b_075c,15.0,105.0,0.5859375,0.12235336923485862
v4b_legacy_025c,15.0,105.0,0.59375,0.1448798799312266
v5c0_corrected_v4b_075c,15.0,105.0,0.59375,0.14472485880066724
v4b_legacy_025c,15.0,105.0,0.6015625,0.16766403569198293
v5c0_corrected_v4b_075c,15.0,105.0,0.6015625,0.16752113095864019
v4b_legacy_025c,15.0,105.0,0.609375,0.1906886391707131
v5c0_corrected_v4b_075c,15.0,105.0,0.609375,0.1905564565604946
v4b_legacy_025c,15.0,105.0,0.6171875,0.21376512437849612
v5c0_corrected_v4b_075c,15.0,105.0,0.6171875,0.21364275820669484
v4b_legacy_025c,15.0,105.0,0.625,0.23670367929568298
v5c0_corrected_v4b_075c,15.0,105.0,0.625,0.23659067286287153
v4b_legacy_025c,15.0,105.0,0.6328125,0.25931547018601936
v5c0_corrected_v4b_075c,15.0,105.0,0.6328125,0.25921175368928284
v4b_legacy_025c,15.0,105.0,0.640625,0.281411719292028
v5c0_corrected_v4b_075c,15.0,105.0,0.640625,0.281318079050498
v4b_legacy_025c,15.0,105.0,0.6484375,0.30278535762927966
v5c0_corrected_v4b_075c,15.0,105.0,0.6484375,0.3027229522709504
v4b_legacy_025c,15.0,105.0,0.65625,0.3232480180351056
v5c0_corrected_v4b_075c,15.0,105.0,0.65625,0.3232418277313093
v4b_legacy_025c,15.0,105.0,0.6640625,0.34262714617467094
v5c0_corrected_v4b_075c,15.0,105.0,0.6640625,0.34269337075384637
v4b_legacy_025c,15.0,105.0,0.671875,0.36075418207852594
v5c0_corrected_v4b_075c,15.0,105.0,0.671875,0.36090066545834454
v4b_legacy_025c,15.0,105.0,0.6796875,0.37746554212154754
v5c0_corrected_v4b_075c,15.0,105.0,0.6796875,0.37769257088163444
v4b_legacy_025c,15.0,105.0,0.6875,0.39260390771025727
v5c0_corrected_v4b_075c,15.0,105.0,0.6875,0.39288802568802383
v4b_legacy_025c,15.0,105.0,0.6953125,0.40601974179947037
v5c0_corrected_v4b_075c,15.0,105.0,0.6953125,0.4062685028143012
v4b_legacy_025c,15.0,105.0,0.703125,0.4175730112963525
v5c0_corrected_v4b_075c,15.0,105.0,0.703125,0.4176977370248543
v4b_legacy_025c,15.0,105.0,0.7109375,0.42713505251322914
v5c0_corrected_v4b_075c,15.0,105.0,0.7109375,0.42706190202753247
v4b_legacy_025c,15.0,105.0,0.71875,0.4345905099147508
v5c0_corrected_v4b_075c,15.0,105.0,0.71875,0.43426249346100776
v4b_legacy_025c,15.0,105.0,0.7265625,0.4398393199422402
v5c0_corrected_v4b_075c,15.0,105.0,0.7265625,0.4392171240682159
v4b_legacy_025c,15.0,105.0,0.734375,0.44279867026578623
v5c0_corrected_v4b_075c,15.0,105.0,0.734375,0.4418605395735874
v4b_legacy_025c,15.0,105.0,0.7421875,0.4434048968372478
v5c0_corrected_v4b_075c,15.0,105.0,0.7421875,0.4421458309235078
v4b_legacy_025c,15.0,105.0,0.75,0.44161526454869654
v5c0_corrected_v4b_075c,15.0,105.0,0.75,0.4400457820091131
v4b_legacy_025c,15.0,105.0,0.7578125,0.43740959751098574
v5c0_corrected_v4b_075c,15.0,105.0,0.7578125,0.4355542944287862
v4b_legacy_025c,15.0,105.0,0.765625,0.4307917002040987
v5c0_corrected_v4b_075c,15.0,105.0,0.765625,0.42868778905543825
v4b_legacy_025c,15.0,105.0,0.7734375,0.4217905449063948
v5c0_corrected_v4b_075c,15.0,105.0,0.7734375,0.4194865014339096
v4b_legacy_025c,15.0,105.0,0.78125,0.4104612071687125
v5c0_corrected_v4b_075c,15.0,105.0,0.78125,0.4080155782080952
v4b_legacy_025c,15.0,105.0,0.7890625,0.39688550172655196
v5c0_corrected_v4b_075c,15.0,105.0,0.7890625,0.394365838887795
v4b_legacy_025c,15.0,105.0,0.796875,0.3811792713993979
v5c0_corrected_v4b_075c,15.0,105.0,0.796875,0.37865410276040207
v4b_legacy_025c,15.0,105.0,0.8046875,0.3635079164190357
v5c0_corrected_v4b_075c,15.0,105.0,0.8046875,0.36102297548501117
v4b_legacy_025c,15.0,105.0,0.8125,0.3440434855242686
v5c0_corrected_v4b_075c,15.0,105.0,0.8125,0.34163999431778813
v4b_legacy_025c,15.0,105.0,0.8203125,0.32297996773179505
v5c0_corrected_v4b_075c,15.0,105.0,0.8203125,0.3206961073049697
v4b_legacy_025c,15.0,105.0,0.828125,0.30053354034562596
v5c0_corrected_v4b_075c,15.0,105.0,0.828125,0.29840342613517173
v4b_legacy_025c,15.0,105.0,0.8359375,0.2769400786160909
v5c0_corrected_v4b_075c,15.0,105.0,0.8359375,0.2749923555443755
v4b_legacy_025c,15.0,105.0,0.84375,0.25245220069549607
v5c0_corrected_v4b_075c,15.0,105.0,0.84375,0.250708184782296
v4b_legacy_025c,15.0,105.0,0.8515625,0.22733591568572467
v5c0_corrected_v4b_075c,15.0,105.0,0.8515625,0.2258073489628722
v4b_legacy_025c,15.0,105.0,0.859375,0.20186692664410216
v5c0_corrected_v4b_075c,15.0,105.0,0.859375,0.20055359026910208
v4b_legacy_025c,15.0,105.0,0.8671875,0.17632666610610964
v5c0_corrected_v4b_075c,15.0,105.0,0.8671875,0.17521428448525125
v4b_legacy_025c,15.0,105.0,0.875,0.15099815569304137
v5c0_corrected_v4b_075c,15.0,105.0,0.875,0.150057180093146
v4b_legacy_025c,15.0,105.0,0.8828125,0.12616178357669502
v5c0_corrected_v4b_075c,15.0,105.0,0.8828125,0.12534771608943804
v4b_legacy_025c,15.0,105.0,0.890625,0.10209110354112413
v5c0_corrected_v4b_075c,15.0,105.0,0.890625,0.1013469607579965
v4b_legacy_025c,15.0,105.0,0.8984375,0.07904876223765626
v5c0_corrected_v4b_075c,15.0,105.0,0.8984375,0.0783100458260892
v4b_legacy_025c,15.0,105.0,0.90625,0.05728265787234198
v5c0_corrected_v4b_075c,15.0,105.0,0.90625,0.056519890334659435
v4b_legacy_025c,15.0,105.0,0.9140625,0.03702242778411663
v5c0_corrected_v4b_075c,15.0,105.0,0.9140625,0.036242995584521154
v4b_legacy_025c,15.0,105.0,0.921875,0.018476355214267895
v5c0_corrected_v4b_075c,15.0,105.0,0.921875,0.017687987625664182
v4b_legacy_025c,15.0,105.0,0.9296875,0.001828770021271803
v5c0_corrected_v4b_075c,15.0,105.0,0.9296875,0.0010393331281107559
v4b_legacy_025c,15.0,105.0,0.9375,-0.012762000069159615
v5c0_corrected_v4b_075c,15.0,105.0,0.9375,-0.013544718052245983
v4b_legacy_025c,15.0,105.0,0.9453125,-0.025165095165820144
v5c0_corrected_v4b_075c,15.0,105.0,0.9453125,-0.02593359893638134
v4b_legacy_025c,15.0,105.0,0.953125,-0.035277985856171375
v5c0_corrected_v4b_075c,15.0,105.0,0.953125,-0.03602527951296789
v4b_legacy_025c,15.0,105.0,0.9609375,-0.04302673904382916
v5c0_corrected_v4b_075c,15.0,105.0,0.9609375,-0.0437465149865209
v4b_legacy_025c,15.0,105.0,0.96875,-0.04836572068703862
v5c0_corrected_v4b_075c,15.0,105.0,0.96875,-0.04905252231530098
v4b_legacy_025c,15.0,105.0,0.9765625,-0.05127678203911582
v5c0_corrected_v4b_075c,15.0,105.0,0.9765625,-0.051926132646783384
v4b_legacy_025c,15.0,105.0,0.984375,-0.05174796921505097
v5c0_corrected_v4b_075c,15.0,105.0,0.984375,-0.05235646104491869
v4b_legacy_025c,15.0,105.0,0.9921875,-0.049808129815748614
v5c0_corrected_v4b_075c,15.0,105.0,0.9921875,-0.050373469293838666
v4b_legacy_025c,25.0,45.0,0.0,-0.18449030647861872
v5c0_corrected_v4b_075c,25.0,45.0,0.0,-0.1740613959649974
v4b_legacy_025c,25.0,45.0,0.0078125,-0.14912392981982195
v5c0_corrected_v4b_075c,25.0,45.0,0.0078125,-0.13825094027012688
v4b_legacy_025c,25.0,45.0,0.015625,-0.12552609291245498
v5c0_corrected_v4b_075c,25.0,45.0,0.015625,-0.11413501955043223
v4b_legacy_025c,25.0,45.0,0.0234375,-0.10992489716395958
v5c0_corrected_v4b_075c,25.0,45.0,0.0234375,-0.09779148755215822
v4b_legacy_025c,25.0,45.0,0.03125,-0.09216297393142074
v5c0_corrected_v4b_075c,25.0,45.0,0.03125,-0.0792087861467553
v4b_legacy_025c,25.0,45.0,0.0390625,-0.06917178290216905
v5c0_corrected_v4b_075c,25.0,45.0,0.0390625,-0.05543812920451892
v4b_legacy_025c,25.0,45.0,0.046875,-0.038074533119661504
v5c0_corrected_v4b_075c,25.0,45.0,0.046875,-0.023618901915960232
v4b_legacy_025c,25.0,45.0,0.0546875,-0.0033726460431377676
v5c0_corrected_v4b_075c,25.0,45.0,0.0546875,0.011731072368319566
v4b_legacy_025c,25.0,45.0,0.0625,0.038977460816426585
v5c0_corrected_v4b_075c,25.0,45.0,0.0625,0.05463936613127876
v4b_legacy_025c,25.0,45.0,0.0703125,0.08720075169466324
v5c0_corrected_v4b_075c,25.0,45.0,0.0703125,0.1033159648516929
v4b_legacy_025c,25.0,45.0,0.078125,0.13194811265148956
v5c0_corrected_v4b_075c,25.0,45.0,0.078125,0.14839843184182688
v4b_legacy_025c,25.0,45.0,0.0859375,0.18366937445715603
v5c0_corrected_v4b_075c,25.0,45.0,0.0859375,0.20032550623647563
v4b_legacy_025c,25.0,45.0,0.09375,0.2331031515039588
v5c0_corrected_v4b_075c,25.0,45.0,0.09375,0.24982743592229611
v4b_legacy_025c,25.0,45.0,0.1015625,0.27940594658673684
v5c0_corrected_v4b_075c,25.0,45.0,0.1015625,0.2960554693161808
v4b_legacy_025c,25.0,45.0,0.109375,0.3253088284010427
v5c0_corrected_v4b_075c,25.0,45.0,0.109375,0.3417387937313709
v4b_legacy_025c,25.0,45.0,0.1171875,0.368344103011034
v5c0_corrected_v4b_075c,25.0,45.0,0.1171875,0.3844113300722199
v4b_legacy_025c,25.0,45.0,0.125,0.40741848234766725
v5c0_corrected_v4b_075c,25.0,45.0,0.125,0.42298488324758027
v4b_legacy_025c,25.0,45.0,0.1328125,0.44371683747038887
v5c0_corrected_v4b_075c,25.0,45.0,0.1328125,0.4586527399612278
v4b_legacy_025c,25.0,45.0,0.140625,0.4757559880091913
v5c0_corrected_v4b_075c,25.0,45.0,0.140625,0.4899431761511622
v4b_legacy_025c,25.0,45.0,0.1484375,0.5029589792057647
v5c0_corrected_v4b_075c,25.0,45.0,0.1484375,0.5162933422705176
v4b_legacy_025c,25.0,45.0,0.15625,0.5268358769305739
v5c0_corrected_v4b_075c,25.0,45.0,0.15625,0.5392295782101055
v4b_legacy_025c,25.0,45.0,0.1640625,0.5445592876288802
v5c0_corrected_v4b_075c,25.0,45.0,0.1640625,0.5559423894503225
v4b_legacy_025c,25.0,45.0,0.171875,0.5556713252318956
v5c0_corrected_v4b_075c,25.0,45.0,0.171875,0.5659928328128025
v4b_legacy_025c,25.0,45.0,0.1796875,0.5631666701833297
v5c0_corrected_v4b_075c,25.0,45.0,0.1796875,0.572394983500975
v4b_legacy_025c,25.0,45.0,0.1875,0.5666514737272732
v5c0_corrected_v4b_075c,25.0,45.0,0.1875,0.5747742619263447
v4b_legacy_025c,25.0,45.0,0.1953125,0.565625468974088
v5c0_corrected_v4b_075c,25.0,45.0,0.1953125,0.5726517338285594
v4b_legacy_025c,25.0,45.0,0.203125,0.5699623780361635
v5c0_corrected_v4b_075c,25.0,45.0,0.203125,0.5760696047568652
v4b_legacy_025c,25.0,45.0,0.2109375,0.5443221561203813
v5c0_corrected_v4b_075c,25.0,45.0,0.2109375,0.5496906283990368
v4b_legacy_025c,25.0,45.0,0.21875,0.527950413936036
v5c0_corrected_v4b_075c,25.0,45.0,0.21875,0.5326455254185386
v4b_legacy_025c,25.0,45.0,0.2265625,0.5056343711948345
v5c0_corrected_v4b_075c,25.0,45.0,0.2265625,0.5096330519616665
v4b_legacy_025c,25.0,45.0,0.234375,0.4777405570276008
v5c0_corrected_v4b_075c,25.0,45.0,0.234375,0.48096913245415185
v4b_legacy_025c,25.0,45.0,0.2421875,0.4474740750462751
v5c0_corrected_v4b_075c,25.0,45.0,0.2421875,0.4498497573156893
v4b_legacy_025c,25.0,45.0,0.25,0.4151014222760273
v5c0_corrected_v4b_075c,25.0,45.0,0.25,0.41659909092886727
v4b_legacy_025c,25.0,45.0,0.2578125,0.3819971833193894
v5c0_corrected_v4b_075c,25.0,45.0,0.2578125,0.3827258394386711
v4b_legacy_025c,25.0,45.0,0.265625,0.34612128446420054
v5c0_corrected_v4b_075c,25.0,45.0,0.265625,0.34614734590868274
v4b_legacy_025c,25.0,45.0,0.2734375,0.31056616606316373
v5c0_corrected_v4b_075c,25.0,45.0,0.2734375,0.30986152248485627
v4b_legacy_025c,25.0,45.0,0.28125,0.2727906934344247
v5c0_corrected_v4b_075c,25.0,45.0,0.28125,0.27157627395745404
v4b_legacy_025c,25.0,45.0,0.2890625,0.23088393007884472
v5c0_corrected_v4b_075c,25.0,45.0,0.2890625,0.22943936398688988
v4b_legacy_025c,25.0,45.0,0.296875,0.1854334116400481
v5c0_corrected_v4b_075c,25.0,45.0,0.296875,0.18392947471855126
v4b_legacy_025c,25.0,45.0,0.3046875,0.13302471235898086
v5c0_corrected_v4b_075c,25.0,45.0,0.3046875,0.13150850006203044
v4b_legacy_025c,25.0,45.0,0.3125,0.06877886610161295
v5c0_corrected_v4b_075c,25.0,45.0,0.3125,0.06729025104840786
v4b_legacy_025c,25.0,45.0,0.3203125,-0.002924390130767631
v5c0_corrected_v4b_075c,25.0,45.0,0.3203125,-0.004346642904298203
v4b_legacy_025c,25.0,45.0,0.328125,-0.07799370692961366
v5c0_corrected_v4b_075c,25.0,45.0,0.328125,-0.07931214958574088
v4b_legacy_025c,25.0,45.0,0.3359375,-0.15520552918819389
v5c0_corrected_v4b_075c,25.0,45.0,0.3359375,-0.1563841996156822
v4b_legacy_025c,25.0,45.0,0.34375,-0.2665956065479547
v5c0_corrected_v4b_075c,25.0,45.0,0.34375,-0.2676001597831387
v4b_legacy_025c,25.0,45.0,0.3515625,-0.3033273720711883
v5c0_corrected_v4b_075c,25.0,45.0,0.3515625,-0.3041251800343837
v4b_legacy_025c,25.0,45.0,0.359375,-0.33294016748135563
v5c0_corrected_v4b_075c,25.0,45.0,0.359375,-0.3335003937536996
v4b_legacy_025c,25.0,45.0,0.3671875,-0.3656114293375693
v5c0_corrected_v4b_075c,25.0,45.0,0.3671875,-0.36590508680300937
v4b_legacy_025c,25.0,45.0,0.375,-0.3828988332953801
v5c0_corrected_v4b_075c,25.0,45.0,0.375,-0.3828988332953801
v4b_legacy_025c,25.0,45.0,0.3828125,-0.43662613869417616
v5c0_corrected_v4b_075c,25.0,45.0,0.3828125,-0.4363073408054562
v4b_legacy_025c,25.0,45.0,0.390625,-0.4721818106567117
v5c0_corrected_v4b_075c,25.0,45.0,0.390625,-0.47152108221723366
v4b_legacy_025c,25.0,45.0,0.3984375,-0.49605918235079677
v5c0_corrected_v4b_075c,25.0,45.0,0.3984375,-0.49503547634244827
v4b_legacy_025c,25.0,45.0,0.40625,-0.47149413382207583
v5c0_corrected_v4b_075c,25.0,45.0,0.40625,-0.470088592602191
v4b_legacy_025c,25.0,45.0,0.4140625,-0.4991594662215594
v5c0_corrected_v4b_075c,25.0,45.0,0.4140625,-0.4973555568421785
v4b_legacy_025c,25.0,45.0,0.421875,-0.47396644138373906
v5c0_corrected_v4b_075c,25.0,45.0,0.421875,-0.47175012585647064
v4b_legacy_025c,25.0,45.0,0.4296875,-0.4396886156641506
v5c0_corrected_v4b_075c,25.0,45.0,0.4296875,-0.4370485565894948
v4b_legacy_025c,25.0,45.0,0.4375,-0.43138710963926913
v5c0_corrected_v4b_075c,25.0,45.0,0.4375,-0.4283149082623124
v4b_legacy_025c,25.0,45.0,0.4453125,-0.4051173038867003
v5c0_corrected_v4b_075c,25.0,45.0,0.4453125,-0.40148896786479343
v4b_legacy_025c,25.0,45.0,0.453125,-0.36176297232028753
v5c0_corrected_v4b_075c,25.0,45.0,0.453125,-0.35696258488642624
v4b_legacy_025c,25.0,45.0,0.4609375,-0.3118631028896526
v5c0_corrected_v4b_075c,25.0,45.0,0.4609375,-0.305552403458392
v4b_legacy_025c,25.0,45.0,0.46875,-0.25991346411265814
v5c0_corrected_v4b_075c,25.0,45.0,0.46875,-0.25248322774635334
v4b_legacy_025c,25.0,45.0,0.4765625,-0.25039264213361323
v5c0_corrected_v4b_075c,25.0,45.0,0.4765625,-0.24198040690089306
v4b_legacy_025c,25.0,45.0,0.484375,-0.2440161591757641
v5c0_corrected_v4b_075c,25.0,45.0,0.484375,-0.23466983054041599
v4b_legacy_025c,25.0,45.0,0.4921875,-0.213322430926281
v5c0_corrected_v4b_075c,25.0,45.0,0.4921875,-0.2032785759643595
v4b_legacy_025c,25.0,45.0,0.5,-0.1801945857833969
v5c0_corrected_v4b_075c,25.0,45.0,0.5,-0.1696350673681422
v4b_legacy_025c,25.0,45.0,0.5078125,-0.14524009080235664
v5c0_corrected_v4b_075c,25.0,45.0,0.5078125,-0.1342357344622076
v4b_legacy_025c,25.0,45.0,0.515625,-0.11768850721935294
v5c0_corrected_v4b_075c,25.0,45.0,0.515625,-0.10616168911371082
v4b_legacy_025c,25.0,45.0,0.5234375,-0.10125301399758244
v5c0_corrected_v4b_075c,25.0,45.0,0.5234375,-0.08897128652228001
v4b_legacy_025c,25.0,45.0,0.53125,-0.08532500717671637
v5c0_corrected_v4b_075c,25.0,45.0,0.53125,-0.07220629522735078
v4b_legacy_025c,25.0,45.0,0.5390625,-0.06362788161345052
