model,theta_max_deg,phase_offset_deg,phase,CT
v5c0_corrected_v4b_075c,25.0,90.0,0.5234375,0.017961487709054105
v4b_legacy_025c,25.0,90.0,0.53125,0.028885306324408513
v5c0_corrected_v4b_075c,25.0,90.0,0.53125,0.029617566273361203
v4b_legacy_025c,25.0,90.0,0.5390625,0.0409652983787791
v5c0_corrected_v4b_075c,25.0,90.0,0.5390625,0.04149541592038017
v4b_legacy_025c,25.0,90.0,0.546875,0.05306172252150934
v5c0_corrected_v4b_075c,25.0,90.0,0.546875,0.05338559080562053
v4b_legacy_025c,25.0,90.0,0.5546875,0.06496755256489496
v5c0_corrected_v4b_075c,25.0,90.0,0.5546875,0.06508981449240865
v4b_legacy_025c,25.0,90.0,0.5625,0.07650140193859507
v5c0_corrected_v4b_075c,25.0,90.0,0.5625,0.07642597080926658
v4b_legacy_025c,25.0,90.0,0.5703125,0.08750526376262613
v5c0_corrected_v4b_075c,25.0,90.0,0.5703125,0.0872322767342762
v4b_legacy_025c,25.0,90.0,0.578125,0.09784276939087792
v5c0_corrected_v4b_075c,25.0,90.0,0.578125,0.09737054318099096
v4b_legacy_025c,25.0,90.0,0.5859375,0.10740064930097547
v5c0_corrected_v4b_075c,25.0,90.0,0.5859375,0.10672845339682667
v4b_legacy_025c,25.0,90.0,0.59375,0.11608934836478518
v5c0_corrected_v4b_075c,25.0,90.0,0.59375,0.11522074794854657
v4b_legacy_025c,25.0,90.0,0.6015625,0.1238425124598889
v5c0_corrected_v4b_075c,25.0,90.0,0.6015625,0.12278900409488767
v4b_legacy_025c,25.0,90.0,0.609375,0.13061742420200873
v5c0_corrected_v4b_075c,25.0,90.0,0.609375,0.12940193316745727
v4b_legacy_025c,25.0,90.0,0.6171875,0.13640718499122678
v5c0_corrected_v4b_075c,25.0,90.0,0.6171875,0.13505366520665063
v4b_legacy_025c,25.0,90.0,0.625,0.14123211272604058
v5c0_corrected_v4b_075c,25.0,90.0,0.625,0.13976128931978332
v4b_legacy_025c,25.0,90.0,0.6328125,0.14512719192878082
v5c0_corrected_v4b_075c,25.0,90.0,0.6328125,0.14356188055250385
v4b_legacy_025c,25.0,90.0,0.640625,0.1481442451012755
v5c0_corrected_v4b_075c,25.0,90.0,0.640625,0.14650903022124773
v4b_legacy_025c,25.0,90.0,0.6484375,0.1503481291333683
v5c0_corrected_v4b_075c,25.0,90.0,0.6484375,0.14866899983910925
v4b_legacy_025c,25.0,90.0,0.65625,0.1518127196744324
v5c0_corrected_v4b_075c,25.0,90.0,0.65625,0.1501166720201572
v4b_legacy_025c,25.0,90.0,0.6640625,0.15261682009745484
v5c0_corrected_v4b_075c,25.0,90.0,0.6640625,0.15093143542733925
v4b_legacy_025c,25.0,90.0,0.671875,0.15284014457949563
v5c0_corrected_v4b_075c,25.0,90.0,0.671875,0.1511931534677911
v4b_legacy_025c,25.0,90.0,0.6796875,0.1525595171443881
v5c0_corrected_v4b_075c,25.0,90.0,0.6796875,0.15097835854130812
v4b_legacy_025c,25.0,90.0,0.6875,0.15184540995074594
v5c0_corrected_v4b_075c,25.0,90.0,0.6875,0.1503567948975409
v4b_legacy_025c,25.0,90.0,0.6953125,0.15075894038067966
v5c0_corrected_v4b_075c,25.0,90.0,0.6953125,0.14938842927120552
v4b_legacy_025c,25.0,90.0,0.703125,0.14934941779069472
v5c0_corrected_v4b_075c,25.0,90.0,0.703125,0.1481210196361996
v4b_legacy_025c,25.0,90.0,0.7109375,0.14765251591388157
v5c0_corrected_v4b_075c,25.0,90.0,0.7109375,0.1465883174321388
v4b_legacy_025c,25.0,90.0,0.71875,0.14568914204535396
v5c0_corrected_v4b_075c,25.0,90.0,0.71875,0.14480897365977044
v4b_legacy_025c,25.0,90.0,0.7265625,0.14346502744760775
v5c0_corrected_v4b_075c,25.0,90.0,0.7265625,0.1427861724577498
v4b_legacy_025c,25.0,90.0,0.734375,0.14097105072753668
v5c0_corrected_v4b_075c,25.0,90.0,0.734375,0.1405080030078392
v4b_legacy_025c,25.0,90.0,0.7421875,0.13818429879862495
v5c0_corrected_v4b_075c,25.0,90.0,0.7421875,0.1379485734028475
v4b_legacy_025c,25.0,90.0,0.75,0.1350698244660417
v5c0_corrected_v4b_075c,25.0,90.0,0.75,0.1350698244660417
v4b_legacy_025c,25.0,90.0,0.7578125,0.13158304785895494
v5c0_corrected_v4b_075c,25.0,90.0,0.7578125,0.1318239896320932
v4b_legacy_025c,25.0,90.0,0.765625,0.12767271469045272
v5c0_corrected_v4b_075c,25.0,90.0,0.765625,0.12815661269578768
v4b_legacy_025c,25.0,90.0,0.7734375,0.12328432863385587
v5c0_corrected_v4b_075c,25.0,90.0,0.7734375,0.12401003949046513
v4b_legacy_025c,25.0,90.0,0.78125,0.11836392897838861
v5c0_corrected_v4b_075c,25.0,90.0,0.78125,0.11932725338985332
v4b_legacy_025c,25.0,90.0,0.7890625,0.11286207265337807
v5c0_corrected_v4b_075c,25.0,90.0,0.7890625,0.11405591242477851
v4b_legacy_025c,25.0,90.0,0.796875,0.10673787343254994
v5c0_corrected_v4b_075c,25.0,90.0,0.796875,0.10815243951910711
v4b_legacy_025c,25.0,90.0,0.8046875,0.09996293785239943
v5c0_corrected_v4b_075c,25.0,90.0,0.8046875,0.10158600408661286
v4b_legacy_025c,25.0,90.0,0.8125,0.09252503297618991
v5c0_corrected_v4b_075c,25.0,90.0,0.8125,0.094342228873493
v4b_legacy_025c,25.0,90.0,0.8203125,0.0844313110181044
v5c0_corrected_v4b_075c,25.0,90.0,0.8203125,0.08642644589662254
v4b_legacy_025c,25.0,90.0,0.828125,0.07571093804941013
v5c0_corrected_v4b_075c,25.0,90.0,0.828125,0.07786634766060851
v4b_legacy_025c,25.0,90.0,0.8359375,0.06641697791428347
v5c0_corrected_v4b_075c,25.0,90.0,0.8359375,0.06871388391720382
v4b_legacy_025c,25.0,90.0,0.84375,0.056627411915630005
v5c0_corrected_v4b_075c,25.0,90.0,0.84375,0.05904628389181018
v4b_legacy_025c,25.0,90.0,0.8515625,0.04644518976279012
v5c0_corrected_v4b_075c,25.0,90.0,0.8515625,0.04896609911851726
v4b_legacy_025c,25.0,90.0,0.859375,0.035997255635879626
v5c0_corrected_v4b_075c,25.0,90.0,0.859375,0.03860021073006382
v4b_legacy_025c,25.0,90.0,0.8671875,0.0254325272115355
v5c0_corrected_v4b_075c,25.0,90.0,0.8671875,0.028097779434663316
v4b_legacy_025c,25.0,90.0,0.875,0.014918850602220857
v5c0_corrected_v4b_075c,25.0,90.0,0.875,0.017627161959816253
v4b_legacy_025c,25.0,90.0,0.8828125,0.004638997996586271
v5c0_corrected_v4b_075c,25.0,90.0,0.8828125,0.007371862050454793
v4b_legacy_025c,25.0,90.0,0.890625,-0.00521417839673374
v5c0_corrected_v4b_075c,25.0,90.0,0.890625,-0.002474368594373446
v4b_legacy_025c,25.0,90.0,0.8984375,-0.014443275175636377
v5c0_corrected_v4b_075c,25.0,90.0,0.8984375,-0.011713116274535024
v4b_legacy_025c,25.0,90.0,0.90625,-0.022852353921696125
v5c0_corrected_v4b_075c,25.0,90.0,0.90625,-0.020147380056748373
v4b_legacy_025c,25.0,90.0,0.9140625,-0.03025322047562322
v5c0_corrected_v4b_075c,25.0,90.0,0.9140625,-0.02758790813595206
v4b_legacy_025c,25.0,90.0,0.921875,-0.03647170372907527
v5c0_corrected_v4b_075c,25.0,90.0,0.921875,-0.033859529065272356
v4b_legacy_025c,25.0,90.0,0.9296875,-0.04135367435901761
v5c0_corrected_v4b_075c,25.0,90.0,0.9296875,-0.038807215147861486
v4b_legacy_025c,25.0,90.0,0.9375,-0.04477055219725892
v5c0_corrected_v4b_075c,25.0,90.0,0.9375,-0.042301623779611365
v4b_legacy_025c,25.0,90.0,0.9453125,-0.04662404164590354
v5c0_corrected_v4b_075c,25.0,90.0,0.9453125,-0.044243853719527104
v4b_legacy_025c,25.0,90.0,0.953125,-0.046838799895746616
v5c0_corrected_v4b_075c,25.0,90.0,0.953125,-0.04455811931973231
v4b_legacy_025c,25.0,90.0,0.9609375,-0.04538625686479382
v5c0_corrected_v4b_075c,25.0,90.0,0.9609375,-0.043215560826502894
v4b_legacy_025c,25.0,90.0,0.96875,-0.042291503555925425
v5c0_corrected_v4b_075c,25.0,90.0,0.96875,-0.040241107716157784
v4b_legacy_025c,25.0,90.0,0.9765625,-0.037603959257763164
v5c0_corrected_v4b_075c,25.0,90.0,0.9765625,-0.03568410688973736
v4b_legacy_025c,25.0,90.0,0.984375,-0.03140953694542476
v5c0_corrected_v4b_075c,25.0,90.0,0.984375,-0.029630437575977817
v4b_legacy_025c,25.0,90.0,0.9921875,-0.02382796879991651
v5c0_corrected_v4b_075c,25.0,90.0,0.9921875,-0.022199778291772245
v4b_legacy_025c,25.0,105.0,0.0,-0.0799034579784583
v5c0_corrected_v4b_075c,25.0,105.0,0.0,-0.08134642047700621
v4b_legacy_025c,25.0,105.0,0.0078125,-0.07889616502479405
v5c0_corrected_v4b_075c,25.0,105.0,0.0078125,-0.0804680606208345
v4b_legacy_025c,25.0,105.0,0.015625,-0.07668145810825891
v5c0_corrected_v4b_075c,25.0,105.0,0.015625,-0.07837410620775317
v4b_legacy_025c,25.0,105.0,0.0234375,-0.07338121280844
v5c0_corrected_v4b_075c,25.0,105.0,0.0234375,-0.07518602922213283
v4b_legacy_025c,25.0,105.0,0.03125,-0.0691151027348538
v5c0_corrected_v4b_075c,25.0,105.0,0.03125,-0.07102293137369342
v4b_legacy_025c,25.0,105.0,0.0390625,-0.06399619871031494
v5c0_corrected_v4b_075c,25.0,105.0,0.0390625,-0.06599713231730513
v4b_legacy_025c,25.0,105.0,0.046875,-0.05812738533606758
v5c0_corrected_v4b_075c,25.0,105.0,0.046875,-0.06021059048726971
v4b_legacy_025c,25.0,105.0,0.0546875,-0.05158127715487178
v5c0_corrected_v4b_075c,25.0,105.0,0.0546875,-0.053734838061487614
v4b_legacy_025c,25.0,105.0,0.0625,-0.044453814627008405
v5c0_corrected_v4b_075c,25.0,105.0,0.0625,-0.04666460870944489
v4b_legacy_025c,25.0,105.0,0.0703125,-0.03680602754784511
v5c0_corrected_v4b_075c,25.0,105.0,0.0703125,-0.0390596435317203
v4b_legacy_025c,25.0,105.0,0.078125,-0.028682819495042294
v5c0_corrected_v4b_075c,25.0,105.0,0.078125,-0.030963526123999132
v4b_legacy_025c,25.0,105.0,0.0859375,-0.02011498616831125
v5c0_corrected_v4b_075c,25.0,105.0,0.0859375,-0.022405756763091037
v4b_legacy_025c,25.0,105.0,0.09375,-0.011121059917048854
v5c0_corrected_v4b_075c,25.0,105.0,0.09375,-0.013403655134796202
v4b_legacy_025c,25.0,105.0,0.1015625,-0.0017097865816200655
v5c0_corrected_v4b_075c,25.0,105.0,0.1015625,-0.00396489500666425
v4b_legacy_025c,25.0,105.0,0.109375,0.008116884356311435
v5c0_corrected_v4b_075c,25.0,105.0,0.109375,0.005909450609742093
v4b_legacy_025c,25.0,105.0,0.1171875,0.01836047784435622
v5c0_corrected_v4b_075c,25.0,105.0,0.1171875,0.016221537439993102
v4b_legacy_025c,25.0,105.0,0.125,0.029022472322223998
v5c0_corrected_v4b_075c,25.0,105.0,0.125,0.02697318556027199
v4b_legacy_025c,25.0,105.0,0.1328125,0.04010072703427968
v5c0_corrected_v4b_075c,25.0,105.0,0.1328125,0.038162271226043515
v4b_legacy_025c,25.0,105.0,0.140625,0.051585996594782746
v5c0_corrected_v4b_075c,25.0,105.0,0.140625,0.049779214867460335
v4b_legacy_025c,25.0,105.0,0.1484375,0.06345867641296135
v5c0_corrected_v4b_075c,25.0,105.0,0.1484375,0.061803709460160526
v4b_legacy_025c,25.0,105.0,0.15625,0.07568597631470148
v5c0_corrected_v4b_075c,25.0,105.0,0.15625,0.07420188689966876
v4b_legacy_025c,25.0,105.0,0.1640625,0.08821953755842447
v5c0_corrected_v4b_075c,25.0,105.0,0.1640625,0.0869239375974733
v4b_legacy_025c,25.0,105.0,0.171875,0.10099359455537008
v5c0_corrected_v4b_075c,25.0,105.0,0.171875,0.0999022843961046
v4b_legacy_025c,25.0,105.0,0.1796875,0.1139236307751632
v5c0_corrected_v4b_075c,25.0,105.0,0.1796875,0.11305025987148819
v4b_legacy_025c,25.0,105.0,0.1875,0.12690509210379555
v5c0_corrected_v4b_075c,25.0,105.0,0.1875,0.12626084970611864
v4b_legacy_025c,25.0,105.0,0.1953125,0.13981485436895538
v5c0_corrected_v4b_075c,25.0,105.0,0.1953125,0.13940819811700764
v4b_legacy_025c,25.0,105.0,0.203125,0.15251271874563715
v5c0_corrected_v4b_075c,25.0,105.0,0.203125,0.15234914819179374
v4b_legacy_025c,25.0,105.0,0.2109375,0.164842469388301
v5c0_corrected_v4b_075c,25.0,105.0,0.2109375,0.16492435050611726
v4b_legacy_025c,25.0,105.0,0.21875,0.1766343688516078
v5c0_corrected_v4b_075c,25.0,105.0,0.21875,0.1769608145096193
v4b_legacy_025c,25.0,105.0,0.2265625,0.18770838476283555
v5c0_corrected_v4b_075c,25.0,105.0,0.2265625,0.18827519497797887
v4b_legacy_025c,25.0,105.0,0.234375,0.19787809798223654
v5c0_corrected_v4b_075c,25.0,105.0,0.234375,0.19867776252064662
v4b_legacy_025c,25.0,105.0,0.2421875,0.20695518627520285
v5c0_corrected_v4b_075c,25.0,105.0,0.2421875,0.20797695085152446
v4b_legacy_025c,25.0,105.0,0.25,0.2147543224622404
v5c0_corrected_v4b_075c,25.0,105.0,0.25,0.21598431841475874
v4b_legacy_025c,25.0,105.0,0.2578125,0.22109835959103757
v5c0_corrected_v4b_075c,25.0,105.0,0.2578125,0.22251979549457288
v4b_legacy_025c,25.0,105.0,0.265625,0.22582371484623798
v5c0_corrected_v4b_075c,25.0,105.0,0.265625,0.22741712708717024
v4b_legacy_025c,25.0,105.0,0.2734375,0.22878574563911655
v5c0_corrected_v4b_075c,25.0,105.0,0.2734375,0.23052930354063628
v4b_legacy_025c,25.0,105.0,0.28125,0.22986388169442074
v5c0_corrected_v4b_075c,25.0,105.0,0.28125,0.2317337413731912
v4b_legacy_025c,25.0,105.0,0.2890625,0.22896639015672027
v5c0_corrected_v4b_075c,25.0,105.0,0.2890625,0.2309370899471337
v4b_legacy_025c,25.0,105.0,0.296875,0.2260345740484637
v5c0_corrected_v4b_075c,25.0,105.0,0.296875,0.22807946308434976
v4b_legacy_025c,25.0,105.0,0.3046875,0.22104621634804453
v5c0_corrected_v4b_075c,25.0,105.0,0.3046875,0.2231379067844302
v4b_legacy_025c,25.0,105.0,0.3125,0.2140180843621259
v5c0_corrected_v4b_075c,25.0,105.0,0.3125,0.21612891679444446
v4b_legacy_025c,25.0,105.0,0.3203125,0.20500738119760603
v5c0_corrected_v4b_075c,25.0,105.0,0.3203125,0.2071098921369654
v4b_legacy_025c,25.0,105.0,0.328125,0.19411202206584693
v5c0_corrected_v4b_075c,25.0,105.0,0.328125,0.19617940190076133
v4b_legacy_025c,25.0,105.0,0.3359375,0.18146967904559547
v5c0_corrected_v4b_075c,25.0,105.0,0.3359375,0.18347620880496254
v4b_legacy_025c,25.0,105.0,0.34375,0.16725554017530345
v5c0_corrected_v4b_075c,25.0,105.0,0.34375,0.16917699564216931
v4b_legacy_025c,25.0,105.0,0.3515625,0.15167884377926483
v5c0_corrected_v4b_075c,25.0,105.0,0.3515625,0.15349285612114463
v4b_legacy_025c,25.0,105.0,0.359375,0.13497823664730252
v5c0_corrected_v4b_075c,25.0,105.0,0.359375,0.13666459974821019
v4b_legacy_025c,25.0,105.0,0.3671875,0.11741610604090837
v5c0_corrected_v4b_075c,25.0,105.0,0.3671875,0.11895702215208064
v4b_legacy_025c,25.0,105.0,0.375,0.09927205978025795
v5c0_corrected_v4b_075c,25.0,105.0,0.375,0.10065231694451048
v4b_legacy_025c,25.0,105.0,0.3828125,0.08083576106259818
v5c0_corrected_v4b_075c,25.0,105.0,0.3828125,0.08204283798586118
v4b_legacy_025c,25.0,105.0,0.390625,0.06239939165765296
v5c0_corrected_v4b_075c,25.0,105.0,0.390625,0.06342348825242654
v4b_legacy_025c,25.0,105.0,0.3984375,0.04425001970380904
v5c0_corrected_v4b_075c,25.0,105.0,0.3984375,0.04508401433922937
v4b_legacy_025c,25.0,105.0,0.40625,0.0266621658856254
v5c0_corrected_v4b_075c,25.0,105.0,0.40625,0.027301503345510285
v4b_legacy_025c,25.0,105.0,0.4140625,0.009890856832914328
v5c0_corrected_v4b_075c,25.0,105.0,0.4140625,0.010333373975696879
v4b_legacy_025c,25.0,105.0,0.421875,-0.005834555691208589
v5c0_corrected_v4b_075c,25.0,105.0,0.421875,-0.005588856716173387
v4b_legacy_025c,25.0,105.0,0.4296875,-0.020315568939743324
v5c0_corrected_v4b_075c,25.0,105.0,0.4296875,-0.020264787515622672
v4b_legacy_025c,25.0,105.0,0.4375,-0.033388499609553736
v5c0_corrected_v4b_075c,25.0,105.0,0.4375,-0.0335291290635434
v4b_legacy_025c,25.0,105.0,0.4453125,-0.04492710805289251
v5c0_corrected_v4b_075c,25.0,105.0,0.4453125,-0.045254337844326094
v4b_legacy_025c,25.0,105.0,0.453125,-0.05484379773034752
v5c0_corrected_v4b_075c,25.0,105.0,0.453125,-0.055351809095222054
v4b_legacy_025c,25.0,105.0,0.4609375,-0.06308937951747183
v5c0_corrected_v4b_075c,25.0,105.0,0.4609375,-0.06377161870877247
v4b_legacy_025c,25.0,105.0,0.46875,-0.06965145986181272
v5c0_corrected_v4b_075c,25.0,105.0,0.46875,-0.07050087460258306
v4b_legacy_025c,25.0,105.0,0.4765625,-0.07455157410050034
v5c0_corrected_v4b_075c,25.0,105.0,0.4765625,-0.07556080132672977
v4b_legacy_025c,25.0,105.0,0.484375,-0.07784124523212853
v5c0_corrected_v4b_075c,25.0,105.0,0.484375,-0.07900274151583125
v4b_legacy_025c,25.0,105.0,0.4921875,-0.07959719400121502
v5c0_corrected_v4b_075c,25.0,105.0,0.4921875,-0.08090330399048204
v4b_legacy_025c,25.0,105.0,0.5,-0.07991595684346964
v5c0_corrected_v4b_075c,25.0,105.0,0.5,-0.08135891934201755
v4b_legacy_025c,25.0,105.0,0.5078125,-0.07890818658782024
v5c0_corrected_v4b_075c,25.0,105.0,0.5078125,-0.0804800821838607
v4b_legacy_025c,25.0,105.0,0.515625,-0.07669291446492771
v5c0_corrected_v4b_075c,25.0,105.0,0.515625,-0.07838556256442201
v4b_legacy_025c,25.0,105.0,0.5234375,-0.07339203248293312
v5c0_corrected_v4b_075c,25.0,105.0,0.5234375,-0.07519684889662594
v4b_legacy_025c,25.0,105.0,0.53125,-0.06912522967662242
v5c0_corrected_v4b_075c,25.0,105.0,0.53125,-0.071033058315462
v4b_legacy_025c,25.0,105.0,0.5390625,-0.06400559085590518
v5c0_corrected_v4b_075c,25.0,105.0,0.5390625,-0.06600652446289536
v4b_legacy_025c,25.0,105.0,0.546875,-0.058120767249506385
v5c0_corrected_v4b_075c,25.0,105.0,0.546875,-0.06020397240070851
v4b_legacy_025c,25.0,105.0,0.5546875,-0.05157457598400811
v5c0_corrected_v4b_075c,25.0,105.0,0.5546875,-0.05372813689062396
v4b_legacy_025c,25.0,105.0,0.5625,-0.044447955164148
v5c0_corrected_v4b_075c,25.0,105.0,0.5625,-0.046658749246584565
v4b_legacy_025c,25.0,105.0,0.5703125,-0.03680101119472765
v5c0_corrected_v4b_075c,25.0,105.0,0.5703125,-0.039054627178602724
v4b_legacy_025c,25.0,105.0,0.578125,-0.028678643923156298
v5c0_corrected_v4b_075c,25.0,105.0,0.578125,-0.03095935055211303
v4b_legacy_025c,25.0,105.0,0.5859375,-0.02011164708871878
v5c0_corrected_v4b_075c,25.0,105.0,0.5859375,-0.02240241768349876
v4b_legacy_025c,25.0,105.0,0.59375,-0.011118552610961572
v5c0_corrected_v4b_075c,25.0,105.0,0.59375,-0.01340114782870892
v4b_legacy_025c,25.0,105.0,0.6015625,-0.0017081071239194133
v5c0_corrected_v4b_075c,25.0,105.0,0.6015625,-0.003963215548963565
v4b_legacy_025c,25.0,105.0,0.609375,0.008117738231965554
v5c0_corrected_v4b_075c,25.0,105.0,0.609375,0.005910304485396246
v4b_legacy_025c,25.0,105.0,0.6171875,0.01836050624920241
v5c0_corrected_v4b_075c,25.0,105.0,0.6171875,0.016221565844839296
v4b_legacy_025c,25.0,105.0,0.625,0.029021673093175472
v5c0_corrected_v4b_075c,25.0,105.0,0.625,0.026972386331223466
v4b_legacy_025c,25.0,105.0,0.6328125,0.040099095989219916
v5c0_corrected_v4b_075c,25.0,105.0,0.6328125,0.03816064018098377
v4b_legacy_025c,25.0,105.0,0.640625,0.05158352814075627
v5c0_corrected_v4b_075c,25.0,105.0,0.640625,0.0497767464134338
v4b_legacy_025c,25.0,105.0,0.6484375,0.0634553644797874
v5c0_corrected_v4b_075c,25.0,105.0,0.6484375,0.06180039752698657
v4b_legacy_025c,25.0,105.0,0.65625,0.07568181555678616
v5c0_corrected_v4b_075c,25.0,105.0,0.65625,0.07419772614175348
v4b_legacy_025c,25.0,105.0,0.6640625,0.08821452478364401
v5c0_corrected_v4b_075c,25.0,105.0,0.6640625,0.0869189248226929
v4b_legacy_025c,25.0,105.0,0.671875,0.10098773031084443
v5c0_corrected_v4b_075c,25.0,105.0,0.671875,0.09989642015157897
v4b_legacy_025c,25.0,105.0,0.6796875,0.1139169210719213
v5c0_corrected_v4b_075c,25.0,105.0,0.6796875,0.11304355016824628
v4b_legacy_025c,25.0,105.0,0.6875,0.12689755026099012
v5c0_corrected_v4b_075c,25.0,105.0,0.6875,0.12625330786331326
v4b_legacy_025c,25.0,105.0,0.6953125,0.1398065024678053
v5c0_corrected_v4b_075c,25.0,105.0,0.6953125,0.1393998462158575
v4b_legacy_025c,25.0,105.0,0.703125,0.15250358914621476
v5c0_corrected_v4b_075c,25.0,105.0,0.703125,0.1523400185923713
v4b_legacy_025c,25.0,105.0,0.7109375,0.16483260606533573
v5c0_corrected_v4b_075c,25.0,105.0,0.7109375,0.16491448718315202
v4b_legacy_025c,25.0,105.0,0.71875,0.1766238284603356
v5c0_corrected_v4b_075c,25.0,105.0,0.71875,0.17695027411834718
v4b_legacy_025c,25.0,105.0,0.7265625,0.18769723738157326
v5c0_corrected_v4b_075c,25.0,105.0,0.7265625,0.18826404759671653
v4b_legacy_025c,25.0,105.0,0.734375,0.19786642747750646
v5c0_corrected_v4b_075c,25.0,105.0,0.734375,0.1986660920159166
v4b_legacy_025c,25.0,105.0,0.7421875,0.20694309024189844
v5c0_corrected_v4b_075c,25.0,105.0,0.7421875,0.20796485481822005
v4b_legacy_025c,25.0,105.0,0.75,0.21474191172185736
v5c0_corrected_v4b_075c,25.0,105.0,0.75,0.2159719076743757
v4b_legacy_025c,25.0,105.0,0.7578125,0.22108575722512383
v5c0_corrected_v4b_075c,25.0,105.0,0.7578125,0.2225071931286592
v4b_legacy_025c,25.0,105.0,0.765625,0.2258110547706756
v5c0_corrected_v4b_075c,25.0,105.0,0.765625,0.22740446701160788
v4b_legacy_025c,25.0,105.0,0.7734375,0.2287731707282649
v5c0_corrected_v4b_075c,25.0,105.0,0.7734375,0.2305167286297845
v4b_legacy_025c,25.0,105.0,0.78125,0.22985154149232884
v5c0_corrected_v4b_075c,25.0,105.0,0.78125,0.2317214011710993
v4b_legacy_025c,25.0,105.0,0.7890625,0.22895443823022396
v5c0_corrected_v4b_075c,25.0,105.0,0.7890625,0.23092513802063738
v4b_legacy_025c,25.0,105.0,0.796875,0.22602316503545897
v5c0_corrected_v4b_075c,25.0,105.0,0.796875,0.22806805407134498
v4b_legacy_025c,25.0,105.0,0.8046875,0.2210355027872068
v5c0_corrected_v4b_075c,25.0,105.0,0.8046875,0.22312719322359242
v4b_legacy_025c,25.0,105.0,0.8125,0.21400821339195444
v5c0_corrected_v4b_075c,25.0,105.0,0.8125,0.21611904582427302
v4b_legacy_025c,25.0,105.0,0.8203125,0.20499849122530603
v5c0_corrected_v4b_075c,25.0,105.0,0.8203125,0.2071010021646655
v4b_legacy_025c,25.0,105.0,0.828125,0.19410423951316852
v5c0_corrected_v4b_075c,25.0,105.0,0.828125,0.19617161934808297
v4b_legacy_025c,25.0,105.0,0.8359375,0.18146311527715936
v5c0_corrected_v4b_075c,25.0,105.0,0.8359375,0.18346964503652644
v4b_legacy_025c,25.0,105.0,0.84375,0.1672502887180846
v5c0_corrected_v4b_075c,25.0,105.0,0.84375,0.16917174418495048
v4b_legacy_025c,25.0,105.0,0.8515625,0.15167497793385523
v5c0_corrected_v4b_075c,25.0,105.0,0.8515625,0.15348899027573495
v4b_legacy_025c,25.0,105.0,0.859375,0.13497580758047076
v5c0_corrected_v4b_075c,25.0,105.0,0.859375,0.13666217068137837
v4b_legacy_025c,25.0,105.0,0.8671875,0.11741514143251319
v5c0_corrected_v4b_075c,25.0,105.0,0.8671875,0.11895605754368554
v4b_legacy_025c,25.0,105.0,0.875,0.09927256308524096
v5c0_corrected_v4b_075c,25.0,105.0,0.875,0.10065282024949367
v4b_legacy_025c,25.0,105.0,0.8828125,0.08083771141872163
v5c0_corrected_v4b_075c,25.0,105.0,0.8828125,0.08204478834198473
v4b_legacy_025c,25.0,105.0,0.890625,0.06240274445509586
v5c0_corrected_v4b_075c,25.0,105.0,0.890625,0.06342684104986937
v4b_legacy_025c,25.0,105.0,0.8984375,0.04425470779948912
v5c0_corrected_v4b_075c,25.0,105.0,0.8984375,0.045088702434909395
v4b_legacy_025c,25.0,105.0,0.90625,0.02666810142430226
v5c0_corrected_v4b_075c,25.0,105.0,0.90625,0.027307438884187046
v4b_legacy_025c,25.0,105.0,0.9140625,0.009897933612995999
v5c0_corrected_v4b_075c,25.0,105.0,0.9140625,0.010340450755778536
v4b_legacy_025c,25.0,105.0,0.921875,-0.005826459393580847
v5c0_corrected_v4b_075c,25.0,105.0,0.921875,-0.005580760418545544
